,_id,ltable_id,rtable_id,ltable_title,ltable_artist_name,ltable_year,rtable_title,rtable_year,rtable_episode,rtable_song,rtable_artists,gold
1519,1519,566825,217726,King Of Pain,The Police,1983,So You Think You Can Dance,2005,Top 8 (#1.9),King of Pain,sting the police,
1520,1520,567082,540469,Aragon (2005 Digital Remaster),Brian Eno,1978,Midnight Son,2007,,Aragon,brian eno,
1521,1521,567162,377463,In Dulci Jubilo,Mike Oldfield,1975,Britains Favourite Christmas Songs,2011,,In Dulce Jubilo,mike oldfield,
1522,1522,567974,566069,State Of Grace (Album Version),Seal,1998,One Night to Remember with Seal,2005,,State Of Grace,seal,
1523,1523,569001,170692,Vi fÃŒÂ´r vingar nÃŒ_r vi ÃŒ_lskar,Thomas  di Leva,2000,Okay tone,1997,(#2.7),Vi kaster med sten,simon bonde peder thomas pedersen,
1524,1524,570051,4171,But I Want More (Live At The Reading Rock Festival_ 29th August 1982),The Michael Schenker Group,0,7th Heaven,1996,The Magic of Gershwin (#10.14),But Not for Me,george gershwin ira gershwin michael feinstein,
1525,1525,570125,279858,War Star Days,Wooden Wand_ The Omen Bones Band,2006,The Tonight Show with Jay Leno,1992,Jack Black/New York Citys Meatball Shop Guys/Beirut (#20.128),All Star,greg camp the tonight show band,
1526,1526,570972,44783,The Four Seasons - Spring - Allegro,Antonio Vivaldi,1989,Chefs Table,2015,Enrique Olvera (#2.4),Winter 1 (from The Four Seasons),antonio vivaldi max richter,
1527,1527,570972,355957,The Four Seasons - Spring - Allegro,Antonio Vivaldi,1989,Away We Go,2009,,The Four Seasons Spring Violin Concerto in E. Allegro,antonio vivaldi royal philharmonic orchestra,
1528,1528,571782,174007,Sirius,The Alan Parsons Project,1982,One Tree Hill,2003,The Worst Day Since Yesterday (#3.8),Sirius,eric woolfson alan parsons the alan parsons project,
1529,1529,572128,416687,The Great Deceiver,Willard Grant Conspiracy,2008,Disturbia,2007,,The Great American Napkin,willard matthews the summer skinny,
1530,1530,572590,418051,Jumpin' Jive,Cab Calloway And His Orchestra,1999,Dolemite,1975,,The Jive Jungle,rudy ray moore arranged by arthur wright the soul rebellion orchestra conducted by rudy ray moore,
1531,1531,575219,98685,Let Us Live,The Game / Chrisette Michele,0,Glee,2009,Loser Like Me (#6.1),Let It Go,kristen anderson-lopez robert lopez lea michele,
1532,1532,575539,33187,Rebeccas Room,Franz Waxman_ Joel McNeely_ Royal Scottish National Orchestra,2002,Boardwalk Empire,2010,A Return to Normalcy (#1.12),Rose Room,art hickman harry williams vince giordano his nighthawks orchestra  (as vince giordano the nighthawks),
1533,1533,575669,661745,The Girl Can't Help It,Little Richard,1956,The Girl Cant Help It,1956,,The Girl Cant Help It,little richard,
1534,1534,575984,339669,The Real Thing,Phil Lesh & Friends featuring Warren Haynes,2002,Ada,1961,,May the Lord Bless You Real Good,warren roberts wally fowler,
1535,1535,576144,87707,View From Heaven (Live) (Sessions@AOL),Yellowcard,2004,Fan-Made Music Videos,2000,View from Heaven (#7.2),View from Heaven,ryan key yellowcard,
1536,1536,576433,393184,Good Morning,Ninja High School,2005,Class Act,2006,,Good Room,shelton becton eastern high school choir,
1537,1537,577106,709873,A Bridge Too Far,The London Theatre Orchestra,0,Unusual Occupations,1942,,London Bridge Is Falling Down,studio orchestra,
1538,1538,577218,256364,Lets Fall In Love,Tommy Dorsey and His Orchestra,0,The Monkees,1966,,Lets dance on,tommy boyce bobby hart the monkees,
1539,1539,577289,431375,De Vuelta A Casa,Mercromina,1995,Entre vÃƒÅ’_as,1995,,DE VUELTA A CASA,mercromina,
1540,1540,577361,44359,It's Bigger Than Hip Hop (featuring Tahir and People's Army),Dead Prez,2000,Chappelles Show,2003,(#2.8),Bigger Than Hip Hop,dead prez,
1541,1541,578164,439944,Music Makers,Harry James And His Orchestra,1987,Fire with Fire,1986,,Music from Friday the 13th: A New Beginning,harry manfredini,
1542,1542,578694,694717,Little Guitars (Intro) (Album Version),Van Halen,1982,This Is 40,2012,,Little Guitars,edward van halen alex van halen michael anthony david lee roth van halen arrangement with warner music group film tv licensing,
1543,1543,578781,226352,The Living Years,Mike And The Mechanics,1988,Stars in Their Eyes,1990,Live Grand Final 1997 (#8.13),The Living Years,mike rutherford b.a. robertson les short,
1544,1544,579817,356325,I Want You!,Peter Bjorn And John,2009,BASEketball,1998,,I Want To Be Rich,john loucka brandon simpson samantha maloney mark holcomb shift arrangement with sony music licensing,
1545,1545,579817,632473,I Want You!,Peter Bjorn And John,2009,Streetwalkin,1985,,I Want It To Be Real,rocca stennett john rocca,
1546,1546,579817,648162,I Want You!,Peter Bjorn And John,2009,The Beatles: 1,2015,,I Want to Hold Your Hand,john lennon paul mccartney the beatles,
1547,1547,580169,330229,Crying,Roy Orbison,1962,50/50,2011,,Crying,roy orbison joe melson,
1548,1548,580491,508619,Quand La Musique Est Bonne (Live),Jean-Jacques Goldman,1991,La nouvelle gÃƒÅ’Ã‚Â©nÃƒÅ’Ã‚Â©ration chante Goldman,2013,,Quand la musique est bonne,jean-jacques goldman amel bent soprano,
1549,1549,580764,237202,Come Go With Me,The Del Vikings,1957,The Beatles Anthology,1995,,Come Go with Me,clarence quick the del vikings,
1550,1550,580796,731278,Amour_ Mon Cher Amour,Yves Montand,0,Yves Montand on Broadway,1961,,Mon manÃƒÅ’Ã‚Â¬ge ÃƒÅ’ÃƒÅ  moi,norbert glanzberg yves montand,
1551,1551,580872,120961,Three Hours Past Midnight,Colin James,1993,Instant Star,2004,Even Better Than the Real Thing (#1.1),24 hours,alexz johnson damhnait doyle james robertson,
1552,1552,581327,397565,I'm Gonna Be a Wheel Someday,Fats Domino,1985,Confessions of a Sorority Girl,1994,,Im Gonna Be A Wheel Someday,fats domino david bartholomew roy hayes sheryl crow,
1553,1553,581423,2443,Calling All Angels,Train,2003,3 lbs.,2006,,Calling All Angels,train,
1554,1554,582237,90229,Goodnight Irene,Weavers,0,Folk Britannia,2006,Ballads and Blues (#1.1),Goodnight Irene,leadbelly the weavers,
1555,1555,582669,588223,The Passenger,Iggy Pop,1977,Radiofreccia,1998,,The Passenger,iggy pop,
1556,1556,584823,696100,esperanza,P.I.C.,2000,Three to Five & Glassy,2007,,Esperanza,p.i.c.,
1557,1557,586637,75574,Cha-La Head-Cha-La (2005 Version Instrumental/DRAGON BALL Z Opening Theme),Kageyama Hironobu,0,Dragon Ball Z: Doragon bÃƒÅ’Ã‚Â«ru zetto,1989,SusamajÃƒÅ’Ã‚Â¨ hakuryoku!! Mita ka  GokÃƒÅ’ÃƒË† no furu pÃƒÅ’Ã‚Â¢wÃƒÅ’Ã‚Â¢ (#1.69),CHA-LA HEAD CHA-LA,chiho kiyooka hironobu kageyama,
1558,1558,586637,391542,Cha-La Head-Cha-La (2005 Version Instrumental/DRAGON BALL Z Opening Theme),Kageyama Hironobu,0,Christmas Tree of Might,2010,,Cha-La-Head- Cha-La,hironobu kageyama,
1559,1559,587793,77530,Antes Que Se Acabe El Mundo,Los Llaneros De La Frontera,0,Duro de domar,2005,Beto Casella/Los Twist (#9.15),PensÃƒÅ’Ã‚Â© que se trataba de cieguitos,pipo cipolatti los twist,
1560,1560,587867,82953,Ill Na Na,Foxy Brown / Method Man,0,Entourage,2004,An Offer Refused (#2.4),Ill Be,foxy brown,
1561,1561,587867,302492,Ill Na Na,Foxy Brown / Method Man,0,Top of the Pops,1964,(1995-07-27),Ill Be There for You/Youre All I Need,nick ashford rza valerie simpson method man method man  feat mary j. blige,
1562,1562,588078,287974,First Forget,Gary P. Nunn,0,The X Factor,2004,Live Shows 1 (#7.11),Never Forget,gary barlow take that,
1563,1563,589699,521340,Psychotic Girl,The Black Keys,2004,Lizzie Borden Took an Ax,2014,,Psychotic Girl,dan auerbach patrick j. carney the black keys,
1564,1564,589980,428714,Feel It Coming,Sara Melson,2008,Elisa,2015,,Feel It Now,sara jackson-holman,
1565,1565,590824,118538,Black Jack David,Norman & Nancy Blake_ Tim O'Brian,0,Idols,2002,Top 5: Seasons and Colours (#4.23),Black Velvet,david tyson christopher ward andriette norman,
1566,1566,591068,645893,America,Simon & Garfunkel,1968,The Adventures of Rocky & Bullwinkle,2000,,America,paul simon,
1567,1567,591588,539069,Working Man,Rush,0,Metal: A Headbangers Journey,2005,,Working Man,rush,
1568,1568,591756,50688,Wild Out Day,Mike Ladd,2004,Countdown,1974,(#1.6),The Wild One,nicky chinn mike chapman suzi quatro,
1569,1569,592970,372067,Suwannee Jo (Album Version),PAULA COLE,0,Blue in the Face,1995,,Suwannee Joe,paula cole,
1570,1570,593519,649962,' Cello Song,Nick Drake,0,The Blind Side,2009,,Cello Song,nick drake the books josÃƒÅ’Ã‚Â© gonzÃƒÅ’ÃƒÂÅlez,
1571,1571,594478,492065,Purple Haze,Jimi Hendrix,1969,Jimi Hendrix at the Isle of Wight,1991,,Purple Haze,jimi hendrix,
1572,1572,595261,388741,Good Night,Niko De Luka & Brown Sugar feat. Dawn Tallman,0,Charlie Wilsons War,2007,,LADIES NIGHT,george funky brown robert kool bell kool the gang,
1573,1573,595261,643267,Good Night,Niko De Luka & Brown Sugar feat. Dawn Tallman,0,Thats Entertainment  Part II,1976,,Good Morning,nacio herb brown gene kelly debbie reynolds donald oconnor,
1574,1574,595301,418359,Great Balls Of Fire,Dolly Parton,1979,Dolly in Concert,1983,,Great Balls of Fire,otis blackwell jack hammer dolly parton her band,
1575,1575,595716,504363,Ocean Man (LP Version),Ween,0,Kung Pow: Enter the Fist,2002,,Ocean Man,dean ween gene ween ween,
1576,1576,596718,161123,Oh What A Night,The Dells,1962,Music Scene,1969,(#1.3),Oh What a Night,marvin junior johnny funches the dells,
1577,1577,597177,384224,Cigarettes And Chocolate Milk,Rufus Wainwright,2001,Caos calmo,2008,,Cigarettes and Chocolate Milk,rufus wainwright,
1578,1578,597799,136597,Who Feels Love?,Oasis,0,Later... With Jools Holland,1992,Later... Presents Oasis,Who Feels Love?,noel gallagher oasis,
1579,1579,597799,196824,Who Feels Love?,Oasis,0,Rock in Rio,1985,(2001-01-14),Who Feels Love,noel gallagher oasis,
1580,1580,597799,303260,Who Feels Love?,Oasis,0,Top of the Pops,1964,(2000-04-21),Who Feels Love?,noel gallagher oasis,
1581,1581,597799,562307,Who Feels Love?,Oasis,0,Oasis: Familiar to Millions,2000,,Who Feels Love?,noel gallagher oasis,
1582,1582,597952,345238,So Real (feat. DJ Screw_ Mike D & Lil Keke),Fat Pat,0,Alpha and Omega,2010,,Feelin So Good,sean combs jennifer lopez cory rooney steven standard george logios big pun fat joe,
1583,1583,599174,267030,Salvavidas,Julieta Venegas,2000,The Shield,2002,Throwaway (#1.9),Salvavidas,julieta venegas,
1584,1584,600338,540254,Won't Be Long,Ferraby Lionheart,2006,Middle of Nowhere,2008,,Wont Be Long,ferraby lionheart,
1585,1585,600474,69978,Du i mog Di,Relax,0,Die Grossen 10,1982,(#1.1),Weil i di mog,relax,
1586,1586,600816,727384,Gonna Getcha,Zombie Girl,2007,WrestleMania X8,2002,,Never Gonna Stop,rob zombie,
1587,1587,601631,188886,Pretty Vacant (Guitar Hero Version),Sex Pistols,0,Punklandia,2008,Vaatteet on mun aatteet (#1.1),Pretty Vacant,steve jones glen matlock paul cook john lydon the sex pistols,
1588,1588,602091,134668,Lonely Boy,Andrew Gold,1992,Late Night with Jimmy Fallon,2009,(#2.183),Lonely Boy,andrew gold the roots,
1589,1589,602517,450622,See The Day,Girls Aloud,2005,Get Girls Alouds Style,2007,,See the Day,girls aloud,
1590,1590,602622,455218,Do The Dam Thing,Young Jeezy and Fabolous,0,Good Hair,2009,,Do It Like This,bradley k. young casey l. staton dow. s. brain stanfred rouse brick casey,
1591,1591,603374,343691,Stagger Lee,Lloyd Price,1958,All I Want for Christmas,1991,,Stagger Lee,lloyd price,
1592,1592,604017,138292,Kingdoms Of Rain (Album),Mark Lanegan,1994,Lie to Me,2009,Truth or Consequences (#2.2),Kingdoms Of Rain,mark lanegan,
1593,1593,604319,259360,The Gambler,Kenny Rogers,1978,The Oprah Winfrey Show,1986,(2010-05-21),The Gambler,kenny rogers dolly parton oprah winfrey,
1594,1594,606384,335104,Population Dead,David Newman,2005,A Perfect Day,2009,,Still Dead,thomas newman,
1595,1595,606990,467209,Annie Had A Baby,The Midnighters,1993,Heavy Petting,1989,,Annie Had a Baby,henry glover lois mann hank ballard the midnighters  (as hank ballard the midnighters),
1596,1596,607880,706979,Saudade Da Minha Terra,Nestor Da Viola,0,Um Trem para as Estrelas,1987,,Pagode da Santinha,douglas sarÃƒÅ’Ã‚Â£o bezerra anilton da costa grupo guinÃƒÅ’Ã‚Â©,
1597,1597,608188,138396,Only Child (Pat Mastelotto Mix 3),Steven Wilson,0,Life and Times,1996,The Bare Naked Truth: The Life and Times of Barenaked Ladies (#6.9),Its Only Me (The Wizard of Magicland),steven page ed robertson barenaked ladies,
1598,1598,608188,526843,Only Child (Pat Mastelotto Mix 3),Steven Wilson,0,Luger,1981,,God only knows,brian wilson tony asher the beach boys,
1599,1599,610493,98620,Home Cookin',Jr. Walker & The All Stars,1995,Glee,2009,Homecoming (#6.2),Home,alex ebert jade castrinos dianna agron chris colfer laura dreyfuss billy lewis jr. kevin mchale lea michele heather morris naya rivera mark salling jenna ushkowitz marshall williams noah guthrie samantha marie ware,
1600,1600,610893,24684,Forever And A Day,Lionel Richie,2008,Beach Boys,1997,(#1.5),Forever,takashi sorimachi  with richie sambora,
1601,1601,611252,282782,You're The Only World I Know,Sonny James,1990,The Voice UK,2012,The Semi-Final Results (#1.16),Youre the Voice,keith reid andy qunta maggie ryder chris thompson jaz ellington tyler james vince kidd becky hill max milner bo bruce leanne mitchell ruth brown,
1602,1602,611352,548898,Woh Ladki Hai,Sonu Nigam,0,Muskaan,2004,,Woh Ho Tum,sameer nikhil vinay anuradha paudwal sonu nigam,
1603,1603,611589,494747,Face Drop,Sean Kingston,2009,Jug Face,2013,,Jug Face Revival,sean spillane,
1604,1604,612839,30566,Hot Stuff,Donna Summer,1979,Big Brother,2000,,Hot Stuff,pete bellotte harold faltermeyer keith forsey donna summer,
1605,1605,612839,199137,Hot Stuff,Donna Summer,1979,Rude Tube,2008,World Wide Weird (#8.6),Hot Stuff,pete bellotte keith forsey harold faltermeyer donna summer,
1606,1606,614254,244743,Hark the Herald Angels Sing,John Berry,0,The Fosters,2013,Christmas Past (#2.11),Hark the Herald Angels Sing,john swanson,
1607,1607,614456,181837,Bread Of Heaven,Rev. James Moore,0,Pinky and the Brain,1995,Collect Em All/Pinkasso (#2.2),Shortnin Bread,james whitcomb riley,
1608,1608,615027,277251,Over There - You're a Grand Old Flag - Yankee Doodle Boy,U.S. Air Force Band,0,The Tonight Show with Jay Leno,1992,(#19.133),Hey There Delilah,tom higgenson the tonight show band,
1609,1609,615936,109834,Electric Avenue,Eddy Grant,1982,Him & Her,2010,The Argument (#1.6),Electric Avenue,eddy grant,
1610,1610,615967,188705,I Want Candy (Razed In Black Remix),Bow Wow Wow,2006,Psych,2006,Meat Is Murder  But Murder Is Also Murder (#2.6),I Want Candy,bert berns bob feldman jerry goldstein richard gottehrer bow wow wow,
1611,1611,616860,241741,Itsy Bitsy Teenie Weenie Yellow Polka Dot Bikini,Brian Hyland,1960,The Darling Buds of May,1991,Stranger at the Gates: Part 1 (#2.3),Itsy Bitsy Teenie Weenie Yellow Polka Dot Bikini,paul vance lee pockriss brian hyland,
1612,1612,617686,376219,Rock Me Baby,Savoy Brown Blues Band,1967,Breaking with Tradition,2009,,Alpine Rock,eliana burki david richards band,
1613,1613,618338,251143,Country Music In My Soul,George Hamilton IV & Sylvie,0,The L Word,2004,Left Hand of the Goddess (#3.12),Water Music,george frideric handel,
1614,1614,618338,514353,Country Music In My Soul,George Hamilton IV & Sylvie,0,Lease of Life,1954,,Water Music,george frideric handel,
1615,1615,618915,560076,Song For My Friends,Jim Bob,0,Nothing But Trouble,1991,,Same Song,shock-g ron brooks tupac shakur digital underground george clinton jim vitti j.s. theracon bootsy collins parliament jimmy mchugh dorothy fields,
1616,1616,618915,649238,Song For My Friends,Jim Bob,0,The Big Job,1965,,Policemans Song,arthur sullivan jim dale the police choir used as a theme during the film.,
1617,1617,619157,560076,Christmas Song (Personent hodie),The Academy of St. Martin in the Fields / Academy of St. Martin in the Fields Chorus / Sir Neville Marriner,0,Nothing But Trouble,1991,,Same Song,shock-g ron brooks tupac shakur digital underground george clinton jim vitti j.s. theracon bootsy collins parliament jimmy mchugh dorothy fields,
1618,1618,619157,664643,Christmas Song (Personent hodie),The Academy of St. Martin in the Fields / Academy of St. Martin in the Fields Chorus / Sir Neville Marriner,0,The Heats On,1943,,Caisson Song,edmund l. gruber hazel scott chorus,
1619,1619,620289,212001,Good Vibrations,Brian Wilson,1984,Showboaters,2011,(#1.6),Good Vibrations,brian wilson mike love karl mullen martin whiteley claudia luke-taylor,
1620,1620,620477,674716,Tonight,Jay Sean,2009,The Music Never Stopped,2011,,Jazz Tonight,douglas jay,
1621,1621,620606,394231,Funky Kingston,Toots & The Maytals,1973,Club Dread,2004,,Funky Kingston,toots hibbert toots the maytals,
1622,1622,621071,256163,Shall We Dance?,Rodgers And Hammerstein,1993,The Mike Douglas Show,1961,(1966-10-19),Shall We Dance?,richard rodgers nelson eddy gale sherwood,
1623,1623,621477,279120,Higher Ground,Stevie Wonder,1973,The Tonight Show with Jay Leno,1992,(#21.115),Higher Ground,stevie wonder the tonight show band,
1624,1624,621568,279858,Star Spangled Banner,US Coast Guard Band,0,The Tonight Show with Jay Leno,1992,Jack Black/New York Citys Meatball Shop Guys/Beirut (#20.128),All Star,greg camp the tonight show band,
1625,1625,621693,613385,1959,Sisters Of Mercy,1987,Shot,1988,,1959,andrew eldritch the sisters of mercy,
1626,1626,622622,77530,Que se me acabe la vida (Let My Life Come to an End),Nati Cano's Mariachi Los Camperos,0,Duro de domar,2005,Beto Casella/Los Twist (#9.15),PensÃƒÅ’Ã‚Â© que se trataba de cieguitos,pipo cipolatti los twist,
1627,1627,624307,512706,The End,Nick Moss & The Flip Tops,0,Lawless,2012,,End Crawl,nick cave warren ellis the bootleggers,
1628,1628,625289,103501,Draw Your Swords,Angus & Julia Stone,2010,Greys Anatomy,2005,Suicide Is Painless (#6.18),Draw Your Swords,angus julia stone,
1629,1629,626042,167342,Police Truck,Dead Kennedys,1980,Nitro Circus,2009,Home Sweet Home (#1.5),Police Truck,jello biafra east bay ray the dead kennedys,
1630,1630,626502,461356,Blue Monday,Z. Z. Hill,1995,Gzaabneulni,2013,,Blue Jean Blues,billy gibbons frank beard dusty hill zz top,
1631,1631,627801,331221,Let the Letter Read You,Philip Glass,0,99 Homes,2014,,Let Me Down,keith jackson steven davis steve shelton the glass heroes,
