,_id,ltable_id,rtable_id,ltable_title,ltable_artist_name,ltable_year,rtable_title,rtable_year,rtable_episode,rtable_song,rtable_artists
197071,197071,269791,191369,Whole Lotta Love (2007 Remastered LP Version),Led Zeppelin,2007,Rage,1987.0,(2005-01-29),Whole Lotta Love,jimmy page+robert plant+john paul jones+john bonham+led zeppelin
197203,197203,886202,81204,Piano Sonata 4 Op. 49: Tocatta II,Martin Jones,0,Elementary,2012.0,Possibility Two (#1.17),Prelude In B Minor  Op. 28  No. 6,jeremiah jones
197224,197224,706936,81204,I Cain't Say No,Gordon MacRae_ Shirley Jones & Cast,0,Elementary,2012.0,Possibility Two (#1.17),Prelude In B Minor  Op. 28  No. 6,jeremiah jones
197244,197244,913013,217841,Battlefield,Jordin Sparks,2009,So You Think You Can Dance,2005.0,Top Eight Perform (#5.18),Battlefield,jordin sparks
197523,197523,457632,58946,Oh Well,Tom Petty And The Heartbreakers,2009,Dancing with the Stars,2005.0,Round Ten: Final Results (#8.21),Oh  Boy!,sonny west+bill tilghman+norman petty danced by steve+karina
197554,197554,387815,57140,Pal Joey: the Lady Is a Tramp,Frank Sinatra (feat. Nelson Riddle & Orchestra),0,Dancing on Ice,2006.0,(#5.18),Luck Be a Lady,frank loesser+frank sinatra
197572,197572,679488,57140,The Lady Of My Dreams Taught Me How To Play The Second Fiddle,Frank Crumit,0,Dancing on Ice,2006.0,(#5.18),Luck Be a Lady,frank loesser+frank sinatra
197597,197597,680861,378709,Born In Troubled Times,The John Scofield Band,2003,Bruce Springsteen: Born in the U.S.A.,1984.0,,Born In U.S.A.,bruce springsteen+the e street band
197612,197612,764495,378709,Living In The U.S.A. (1991 Digital Remaster),Steve Miller Band,1991,Bruce Springsteen: Born in the U.S.A.,1984.0,,Born In U.S.A.,bruce springsteen+the e street band
197736,197736,724539,378709,Born With A Broken Heart (Album Version),Kenny Wayne Shepherd Band,1995,Bruce Springsteen: Born in the U.S.A.,1984.0,,Born In U.S.A.,bruce springsteen+the e street band
197773,197773,523862,378709,Born To Live The Blues,Zoot Money's Big Roll Band,0,Bruce Springsteen: Born in the U.S.A.,1984.0,,Born In U.S.A.,bruce springsteen+the e street band
197813,197813,105630,378709,Born In The U.S.A.,Bruce Springsteen & The E Street Band,1984,Bruce Springsteen: Born in the U.S.A.,1984.0,,Born In U.S.A.,bruce springsteen+the e street band
197916,197916,858464,592559,I'm a Man,Iggy Pop and the Stooges,0,Repo Man,1984.0,,Repo Man Theme Song,iggy pop
197924,197924,181230,592559,Man In The Mirror (Made Famous By Michael Jackson),Yoga Pop Ups,0,Repo Man,1984.0,,Repo Man Theme Song,iggy pop
198080,198080,652131,193715,Power of the Night,Village People,0,Reckless Juliets,2016.0,Gray Area (#1.2),Saturday Night,barrie rose+exclusive arrangement with danger village music
198091,198091,944737,567166,I Can't Stop Loving You,Don Gibson,1987,Opry Video Classics: Legends,2007.0,,I Cant Stop Loving You,don gibson
198109,198109,462815,385569,Suzanne,Leonard Cohen,1967,Carry It On,1970.0,,Suzanne,leonard cohen
198139,198139,395215,26781,Se me vais deixar,Tony Carreira,2008,Belmonte,2013.0,(#1.164),E Agora Tu Vais (Vais Deixar a Minha Vida),tony carreira
198190,198190,247363,256643,One Day At A Time,Willie Nelson,1965,The Muppet Show,1976.0,Bernadette Peters (#2.12),Just One Person,larry grossman+bernadette peters+jim henson+frank oz+richard hunt+dave goelz+jerry nelson
198194,198194,374056,256643,One Time Too Many,Willie Nelson / Steven Tyler,0,The Muppet Show,1976.0,Bernadette Peters (#2.12),Just One Person,larry grossman+bernadette peters+jim henson+frank oz+richard hunt+dave goelz+jerry nelson
198221,198221,254059,256643,One For My Baby And 'One More For The Road,Willie Nelson and Leon Russell,0,The Muppet Show,1976.0,Bernadette Peters (#2.12),Just One Person,larry grossman+bernadette peters+jim henson+frank oz+richard hunt+dave goelz+jerry nelson
198302,198302,791533,385522,Noah Found Grace In The Eyes Of The Lord,Tennessee Ernie Ford,0,Carrie,2013.0,,His Amazing Grace,tennessee ernie ford
198338,198338,786639,97975,Do To Me,Lil Mark,0,Glastonbury 2015,2015.0,Mark Ronson (#1.5),Do You Really Want to Hurt Me,mark ronson+boy george
198368,198368,417722,97975,I Want To Tell You (Live) (2004 Digital Remaster),George Harrison,0,Glastonbury 2015,2015.0,Mark Ronson (#1.5),Do You Really Want to Hurt Me,mark ronson+boy george
198387,198387,560637,97975,I Want My Baby Back,Mark Chesnutt,0,Glastonbury 2015,2015.0,Mark Ronson (#1.5),Do You Really Want to Hurt Me,mark ronson+boy george
198717,198717,138919,681000,Constipation Blues,Screamin Jay Hawkins,1969,The Regular Guy,2003.0,,Constipation Blues,screamin jay hawkins
198746,198746,932136,411836,Be Bop A Lula,Gene Vincent,1984,Desert Hearts,1985.0,,BE BOP A LULA,gene vincent+donald graves+tex davis
198895,198895,868999,544941,White Rabbit,Jefferson Airplane,1967,Moonwalkers,2015.0,,White Rabbit,grace slick+jefferson airplane
198898,198898,289162,544941,White Rabbit,Grace Potter and the Nocturnals,2010,Moonwalkers,2015.0,,White Rabbit,grace slick+jefferson airplane
199305,199305,215284,147660,Jingle Bells (Album Version),Boney James,0,Make Room for Daddy,1953.0,Christmas and Clowns (#4.13),Jingle Bells,james pierpont+danny thomas+sherry jackson+rusty hamer
199517,199517,361782,576166,No Quarter (2007 Remastered Album Version),Led Zeppelin,0,Physical Graffiti: A Classic Album Under Review,2008.0,,No Quarter,john paul jones+jimmy page+robert plant+led zeppelin
199815,199815,885805,228413,O amor para ser amor,Jorge Ferreira,0,SueÌ±o de amor,2016.0,(#1.79),Para estar contigo,jorge eduardo murguÌ_a+mauricio arriaga+paulina+david holguÌ_n
199943,199943,779527,259194,Houses Of The Holy (2007 Remastered Album Version),Led Zeppelin,0,The Old Grey Whistle Test,1971.0,(1975-02-21),Houses of the Holy,jimmy page+robert plant+led zeppelin
199970,199970,461003,156272,Why Wont You,The Rogers Sisters,2006,MisteRogers Neighborhood,1968.0,1553: Families (#16.3),Wont You Be My Neighbor?,fred rogers
199999,199999,336519,163190,Crying As Fast As I Can,Trish Murphy,0,Mystery Science Theater 3000,1988.0,Master Ninja I (#4.22),You Can Do Magic,russ ballard+kevin murphy
200167,200167,438628,47390,Baby It's Cold Outside,Ella Fitzgerald / Louis Jordan,0,Cold Case,2003.0,Factory Girls (#2.2),Is You Is Or Is You Aint My Baby,louis jordan+billy austin
200184,200184,558346,682076,Woman,Mick Ronson,1975,The Rolling Stones: Bridges to Babylon Tour 97-98,1997.0,,Honky Tonk Woman,mick jagger+keith richards
200189,200189,10875,287505,Be Thankful For What You've Got,William DeVaughn,1980,The X Factor,2004.0,Judges Houses 1 (#2.9),What Becomes of the Brokenhearted,william weatherspoon+paul riser+james dean+the brothers
200503,200503,410799,644888,Gone With The Wind - Tara's Theme,Max Steiner,2001,The 58th Annual Academy Awards,1986.0,,Gone with the Wind Suite,max steiner
200525,200525,209257,555467,Mohabbat Ho Na Jaye (II),Sunidhi Chauhan,0,New York,2009.0,,Tune Jo Na Kaha,sandeep srivastava+pritam chakraborty+mohit chauhan
200527,200527,594662,555467,Aao Na Gale Lag Jao Na (Mere Jeevan Saathi '72),Sunidhi Chauhan,0,New York,2009.0,,Tune Jo Na Kaha,sandeep srivastava+pritam chakraborty+mohit chauhan
200535,200535,568846,455950,Where'm I Gonna Live When I Get Home,Warner Williams and Jay Summerour,0,Goosebumps,2015.0,,Get Ugly,jason derulo+sean douglas+jason evigan+ricky reed+arrangement with warner music group film+tv licensing
200570,200570,274716,455950,Let This Music Get Down In Your Soul,Rance Allen Group,0,Goosebumps,2015.0,,Get Ugly,jason derulo+sean douglas+jason evigan+ricky reed+arrangement with warner music group film+tv licensing
200604,200604,120143,455950,When Cats Get Up In the Morning,Old Town School of Folk Music,0,Goosebumps,2015.0,,Get Ugly,jason derulo+sean douglas+jason evigan+ricky reed+arrangement with warner music group film+tv licensing
200665,200665,199792,520444,A Saucerful Of Secrets (Live) (1994 Digital Remaster),Pink Floyd,0,Little Sisters,1972.0,,A Saucerful of Secrets (Syncopated Pandemonium),roger waters+richard wright+nick mason+david gilmour+pink floyd
200691,200691,784641,188716,Things Can Only Get Better,Howard Jones,0,Psych,2006.0,Pilot (#1.1),Things Can Only Get Better,howard jones
200706,200706,912795,188716,Can't Get Enough of Your Love,Leigh Jones,2008,Psych,2006.0,Pilot (#1.1),Things Can Only Get Better,howard jones
200724,200724,32648,188716,For Better or Worse,Sir Charles Jones,0,Psych,2006.0,Pilot (#1.1),Things Can Only Get Better,howard jones
200965,200965,301062,215929,Don't Let Me Leave,Marc Anthony,1999,So You Think You Can Dance Canada,2008.0,Top 16 (#1.9),Let Me Leave,marc broussard
200982,200982,520044,215929,Let The Music Play,G. Love / Ben Harper / Marc Broussard,2006,So You Think You Can Dance Canada,2008.0,Top 16 (#1.9),Let Me Leave,marc broussard
201012,201012,740452,288221,I'm Popeye The Sailor Man (End Credit Song),Mark Mothersbaugh,0,The X Files,1993.0,Oubliette (#3.8),Oubliette End Theme,mark snow
201467,201467,441070,537220,Physical (Live At The Sydney Opera House),Olivia Newton-John,0,Meet the Fockers,2004.0,,Physical,steve kipner+terry shaddick+olivia newton-john
201506,201506,636915,326637,Y Te Vas,Jose Luis Perales,1975,10.000 noches en ninguna parte,2013.0,,Porque te vas,jeanette+josÌ© luis perales
201894,201894,434906,271577,Friday Night,Twenty 4 Seven,0,The Tennessee Ernie Ford Show,1956.0,Howard McNear (#4.9),The Loveliest Night of the Year,juventino rosas+irving aaronson+tennessee ernie ford+the top twenty
202162,202162,102207,435701,Don't You Want Me (Majik J Original Booty Vocal Mix),The Human League,2003,Faintheart,2008.0,,Dont You Want Me Baby,phil oakey  / philip adrian wright   / jo callis+human league
202180,202180,928743,435701,Want Me,Smokin' Jo,2002,Faintheart,2008.0,,Dont You Want Me Baby,phil oakey  / philip adrian wright   / jo callis+human league
202187,202187,113161,435701,Baby Im for Real,Will Downing / Phil Perry,2009,Faintheart,2008.0,,Dont You Want Me Baby,phil oakey  / philip adrian wright   / jo callis+human league
202241,202241,841325,191388,Slow And Easy Blues,Jimmy Yancey,1993,Rage,1987.0,Baron Wolman Guest Programs Rage,Travelling Riverside Blues,jimmy page+robert plant+led zeppelin
202287,202287,542553,288080,What I Did For Love,Grace Jones,1977,The X Factor,2005.0,Live Show 5 (#4.22),I Want to Know What Love Is,angel tupai+mick jones
202328,202328,435075,513491,Home Sweet Home,Vince Neil,0,Le fabuleux destin dAmÌ©lie Poulain,2001.0,,Sweet and Lovely,neil moret+harry tobias+gus arnheim
202634,202634,908158,459871,Moonage Daydream (Live),David Bowie,1996,Guardians of the Galaxy,2014.0,,Moonage Daydream,david bowie
202676,202676,357724,25152,Rock You To Hell,Grim Reaper,1987,Beavis and Butt-Head,1993.0,Late Night with Butt-head (#4.12),See You In Hell,grim reaper
202779,202779,306302,297861,High School (Album Version),The Friday Night Boys,0,Tohuwabohu,1990.0,Unplugged (42) (#7.6),School Days,chuck berry+the beach boys
202852,202852,801047,268709,I Got You Babe,Sonny & Cher,1965,The Simpsons,1989.0,The Fat and the Furriest (#15.5),I Got You Babe,sonny bono+sonny+cher
202903,202903,256336,55155,Harvest Moon  (LP Version),Neil Young,1993,Daily Ukulele,2013.0,Harvest Moon - Neil Young (#1.296),Harvest Moon,neil young+olivia vessel
202920,202920,379037,88797,Rocket Man (I Think It's Going To Be A Long_ Long Time),Elton John,1976,Festival Internacional de la CanciÌ_n de ViÌ±a del Mar,1963.0,ViÌ±a 2013: Noche 5,Rocket Man,elton john+lyrics by bernie taupin
202976,202976,671182,223603,Graveyard,Johnny Pearson,0,SpongeBob SquarePants,1999.0,Wet Painters/Krusty Krab Training Video (#3.10),Graveyard,johnny pearson
203021,203021,405528,94665,Prison Break - Main Title Season 3,Ramin Djawadi,0,Game of Thrones,2011.0,The Mountain and the Viper (#4.8),Game Of Thrones - Main Title,ramin djawadi
203072,203072,906406,188886,Oh Pretty Woman,Steve Cropper,1971,Punklandia,2008.0,Vaatteet on mun aatteet (#1.1),Pretty Vacant,steve jones+glen matlock+paul cook+john lydon+the sex pistols
203125,203125,601631,188886,Pretty Vacant (Guitar Hero Version),Sex Pistols,0,Punklandia,2008.0,Vaatteet on mun aatteet (#1.1),Pretty Vacant,steve jones+glen matlock+paul cook+john lydon+the sex pistols
203134,203134,473741,188886,Pretty Vacant (Live),Sex Pistols,1991,Punklandia,2008.0,Vaatteet on mun aatteet (#1.1),Pretty Vacant,steve jones+glen matlock+paul cook+john lydon+the sex pistols
203355,203355,885102,683130,The Lord Helps Those Who Help Themselves,Zora Young,0,The School of Rock,2003.0,,For Those About To Rock (We Salute You),brian johnson+angus young+malcolm young
203384,203384,629119,683130,Rock Me Baby,Mighty Joe Young,0,The School of Rock,2003.0,,For Those About To Rock (We Salute You),brian johnson+angus young+malcolm young
203884,203884,91106,682914,I'm The Real Santa,The Refreshments,0,The Santa Clause 3: The Escape Clause,2006.0,,Im the Real Santa,joakim arnell+the refreshments
203973,203973,939656,13850,Ten Years Ago,Richard Galliano,1996,Animaniacs,1993.0,A Christmas Plotz/Little Drummer Warners (#1.49),Many Years Ago,richard stone+steven bernstein
204001,204001,580169,330229,Crying,Roy Orbison,1962,50/50,2011.0,,Crying,roy orbison+joe melson
204021,204021,212329,591593,Leave A Note,Silhouette Brown,2000,Reflexivity,2015.0,,Take it Or Leave It,silhouette rising
204061,204061,900930,725097,Get Up Offa That Thing - Original Live,James Brown and The Soul G's,0,Win a Date with Tad Hamilton!,2004.0,,Get Up,james michael+taylor dayne
204086,204086,751278,725097,Hot Pants Pt. 2 & 3 (She Got To Use What She Got To Get What She Wants),James Brown / The J.B.'s,0,Win a Date with Tad Hamilton!,2004.0,,Get Up,james michael+taylor dayne
204092,204092,425256,725097,I'll Get By (As Long As I Have You),Harry James And His Orchestra,2006,Win a Date with Tad Hamilton!,2004.0,,Get Up,james michael+taylor dayne
204107,204107,393261,725097,Climbing up 'Iknimaya - The Path To Heaven' (Album Version),James Horner,0,Win a Date with Tad Hamilton!,2004.0,,Get Up,james michael+taylor dayne
204471,204471,88821,97123,Medley: I'm So Proud/Ooh Baby Baby/La La Means I Love You/I Saw The Light [Live Version - 1978],Todd Rundgren,0,Gilmore Girls,2000.0,Will You Be My Lorelai Gilmore? (#7.16),Hush  Little Baby,todd lowe+sebastian bach
204610,204610,230913,643243,I'm A Lonesome Fugitive,Gene Vincent,1995,Thats Entertainment  Part II,1976.0,,Lonesome Polecat,gene de paul+howard keel
204717,204717,286377,595932,Last Year's Man,Leonard Cohen,1970,Road Trip: Beer Pong,2009.0,,The Last Summer,leonard jay jackson+dave scott+the forward
204728,204728,634287,234104,Soy Tuyo (Version Acustica),Ricardo Montaner,0,TeletÌ_n,1978.0,TeletÌ_n 2010: DÌ_a 2 (#23.2),Soy feliz,ricardo montaner
204846,204846,215284,85490,Jingle Bells (Album Version),Boney James,0,Everybody Loves Raymond,1996.0,Christmas Present (#5.11),Jingle Bells,james pierpont
204941,204941,684531,193833,You Got It (The Right Stuff),New Kids On The Block,1988,Red Band Society,2014.0,Sole Searching (#1.2),Something Is Not Right With Me,cold war kids
204943,204943,398284,193833,Right Now_ Today_ I Don't Believe In Hell,Red Animal War,0,Red Band Society,2014.0,Sole Searching (#1.2),Something Is Not Right With Me,cold war kids
205243,205243,949912,721400,Little Boy's Bossa,Steve Davis_ Steve Davis Sextet_ Jim Rotondi _ Eric Alexander_ David Hazeltine_ Nat Reeves_ Joe Farnsworth,0,Whatever Happened to the Gender Benders?,2005.0,,Boys Keep Swinging,david bowie
205272,205272,161202,721400,Hallo Spaceboy (Pet Shop Boys Remix),David Bowie,1996,Whatever Happened to the Gender Benders?,2005.0,,Boys Keep Swinging,david bowie
205304,205304,944704,65835,CanÌ¤Ì£o Simples,Tiago Bettencourt,2007,Deixa-me Amar,2007.0,(#1.174),CanÌ¤Ì£o simples,tiago bettencourt
205343,205343,608312,543142,Nostalgia In Times Square (1994 Digital Remaster),Charles Mingus,0,Modern Times,1936.0,,Theme from Modern Times,charles chaplin
205553,205553,671826,97745,Alfie,Kenny G featuring Burt Bacharach,0,Glastonbury 2015,2015.0,Burt Bacharach (#1.11),Alfie,burt bacharach+hal david
205602,205602,564531,399032,Peer Gyant Suite No. 2_ Op. 55 Solveij's Lied,Edvard Grieg,0,Country Bupkis,2008.0,,Morning From Peer Gynt Suite No. 1,edvard grieg
205640,205640,957921,608302,Broken Man,Jeff Scott Soto,2008,Seeing Through the Fence,2008.0,,Medicine Man,scott waite
205742,205742,550119,607563,Learning How To Love You (Early Mix),George Harrison,0,Seabiscuit,2003.0,,Learning to Be Nicer,george fenton
206058,206058,29870,108779,There's No Business Like Show Business (Reprise #2),Bernadette Peters/Annie Get Your Gun - 1999 Broadway Cast,0,Here Come the Double Deckers!,1970.0,Summer Camp (#1.6),To the Countryside (Reprise),ivor slaney+mike begg+the cast
206106,206106,816918,583440,Medicine Man,John Mayall & The Bluesbreakers,2010,Private Parts,1997.0,,Tortured Man,john king+michael simpson+howard stern+the dust brothers
206125,206125,25418,583440,Edgar The Party Man,John Gorka,1996,Private Parts,1997.0,,Tortured Man,john king+michael simpson+howard stern+the dust brothers
206130,206130,825460,583440,Hard Times For An Honest Man,John Mellencamp,1987,Private Parts,1997.0,,Tortured Man,john king+michael simpson+howard stern+the dust brothers
206157,206157,379037,583440,Rocket Man (I Think It's Going To Be A Long_ Long Time),Elton John,1976,Private Parts,1997.0,,Tortured Man,john king+michael simpson+howard stern+the dust brothers
206182,206182,317251,583440,Grown Man Pt. 2,Young Gunz / Kanye West / John Legend,2005,Private Parts,1997.0,,Tortured Man,john king+michael simpson+howard stern+the dust brothers
206291,206291,530671,583440,St. Elmos Fire ( Man In Motion ) ( LP Version ),John Parr,0,Private Parts,1997.0,,Tortured Man,john king+michael simpson+howard stern+the dust brothers
206299,206299,15121,583440,A Woman A Man Walked By / The Crow Knows Where All The Little Children Go,PJ Harvey / John Parish,2009,Private Parts,1997.0,,Tortured Man,john king+michael simpson+howard stern+the dust brothers
