,id,title,year,episode,song,artists
222361,147341,MahÌ« no yousei Persia,1984.0,Fushigi no mori no shirayukihime (#1.30),Evelyn e la magia di un sogno damore,g.b. martelli+cristina davena
10343,474995,Hot Dog... The Movie,1984.0,,I Will Be Here For You,al jarreau+arrangement with warner special products+richard page+steve george+john lang
294129,296702,Todds Pop Song Reviews,2009.0,The Lazy Song (#2.11),Get Up Offa That Thing,james brown
54599,291882,The Young and the Restless,1973.0,(#1.8843),Nadias Theme,barry de vorzon+perry botkin jr.
630372,402599,CÌ¨ntecele marii,1971.0,,Ya devchonka,temistocle popa+robert rozhdestvensky+larisa mondrus
317460,63763,Degrassi: The Next Generation,2001.0,Got My Mind Set on You (#7.15),Paralysed,jim mcgrath+david baxter+kevin fox+clearfield
570951,19191,Australian Idol,2003.0,Top 12 Results Show (#2.16),A Touch of Paradise,ross wilson+gulliver smith+roger mclachlan+angie narayan
25170,338138,Aarzoo,1999.0,,Dosti Karte Nahin,anand bakshi+anu malik+kumar sanu+udit narayan+alka yagnik
729662,448764,Gangs of Wasseypur,2012.0,,Jiya Tu,
705620,642588,Thank Your Lucky Stars,1943.0,,London Bridge Is Falling Down,
240314,480433,I psyhi sto stoma,2006.0,,Gyftopoula sto hamam,giorgos batis
650175,90182,Floyd on Spain,1992.0,Catalonia (#1.3),Waltz in Black,the stranglers
158981,485664,Intent to Kill,1958.0,,Blues,derek new
331084,367949,Bill and Coo,1948.0,,FrÌ_hlingsstimmen  Op. 410 (Voices of Spring),johann strauss
226229,636570,Sweet Home Alabama,2002.0,,Sweet Home Alabama,gary rossington+ronnie van zant+edward king+jewel
665648,126037,KaBlam!,1996.0,A Nut in Every Bite! (#4.1),Ravages of Time (a),tony hymas
497677,66710,Deixa-me Amar,2007.0,(#1.26),Um caso raro,pÌ_lo norte
681883,266899,The Shield,2002.0,Extraction (#5.1),The Shield Theme,vivian romero+ness bautista+rodney alejandro
106336,384957,Carlena Diamond: Harpist Supreme,1929.0,,The Harp Dance,charles diamond+carlena diamond
465973,395285,ColecciÌ_n privada - Tour Minage,2005.0,,Perra enamorada,mogol+lucio battisti+mÌ_nica naranjo
493988,527600,MAD V1deo Music Aw@rds 2010,2010.0,,Oti Den Eheis,onirama
308344,58649,Dancing with the Stars,2005.0,Round Eight (#8.16),Free Fallin,jeff lynne+tom petty
629856,574310,Pepe & Rubianes,2011.0,,Kenya Hakuna Matata,teddy kalanda
150147,270082,The Sopranos,1999.0,Pilot (#1.1),No More I Love Yous,david freeman+joseph hughes+annie lennox
542125,387912,Chain of Fools,2000.0,,Dust It,regular fries
246609,479095,I Know What You Did Last Summer,1997.0,,Kid,green apple quick step+arrangement with sony music licensing
153914,439854,Fire Birds,1990.0,,White Flag,david young+michael sherwood
299895,85030,Eurovision laulukilpailu 2004 - Suomen karsinta,2004.0,Alkukarsinta 2 (#1.2),One year of love,jan mikael
646794,404380,Dance Paradise,2010.0,,When I Grow Up,the pussycat dolls
528173,192562,Rap Critic Reviews,2010.0,Rap Critics Top 10 Best Rap Songs of 2013 (#5.2),Nosetalgia,pusha t+kendrick lamar
178445,300345,Top of the Pops,1964.0,(1979-04-19),Knock on Wood,eddie floyd+steve cropper+amii stewart
511151,508150,La lettre,1999.0,,Tudo O Que Tens Para Me Dar,pedro abrunhosa
247008,504829,Kylie Minogue: Kylie Fever 2002 in Concert - Live in Manchester,2002.0,,Burning Up,greg fitzgerald+tom nichols+kylie minogue
297867,116926,Idol,2002.0,(#1.15),Easy to Be Hard,james rado+gerome ragni+galt macdermot+malgorzata stepien
677962,209496,Shaun the Sheep,2007.0,Snowed In (#2.39),Lifes a Treat,vic reeves+mark thomas
211220,606991,Scott Pilgrim vs. the World,2010.0,,I Heard Ramona Sing,frank black
227569,671872,The Loving Story,2011.0,,Free Again,gene ammons
716383,453339,Gloria Estefan: The Evolution Tour,1996.0,,Anything For You,
292826,6277,A las once en casa,1998.0,El mundo de LucÌ_a (#1.9),CuÌ©ntame lo que quieras,jaime anglada
438035,258389,The O.C.,2003.0,The Chrismukk-huh? (#4.7),California,mates of state+jason schwartzman+jacques brautbar+sam farrar+alex greenwald
121801,435072,EyjafjallajÌ¦kull,2013.0,,CÌ©cile ma fille,claude nougaro+jacques datin+dany boon+valÌ©rie bonneton
579567,578480,Playing Around,1930.0,,Playing Around,sam h. stept+bud green
432060,708062,Unaccompanied Minors,2006.0,,Everythings Gonna Be Cool This Christmas (Acoustic Version),mark oliver everett+mark oliver everett
660551,594438,Ride to Live,2007.0,,The Creed,todd potter
106330,387786,Ceux qui maiment prendront le train,1998.0,,Keeper of the Flame,charles derringer+nina simone
436767,270179,The Sopranos,1999.0,The Blue Comet (#6.20),You Remember,mary lorson+madder rose
732587,71887,Diyar-e-Dil,2015.0,(#1.5),Goyanke-Ishq,
167850,499772,Khodar Pore Ma,2012.0,,Mon Karle Amar Mon Karle,doly sayontoni+ali akram shuvo
589938,494747,Jug Face,2013.0,,Jug Face Revival,sean spillane
316792,560028,Not the Way It Feels,2010.0,,Operator (Thats Not The Way It Feels),jim croce+toby lightman
141357,101598,Grange Hill,1978.0,(#4.18),Slayed,danny edwardson
489504,284185,The Waltons,1971.0,The Prophecy (#4.4),Shine On  Harvest Moon,nora bayes
522070,714161,Violette & FranÌ¤ois,1977.0,,Monsieur Le Maire,philippe sarde+hubert rostaing  et son sextette rythmique
99905,581058,Positive Generation. Voces por un futuro sin sida,2011.0,,Los niÌ±os de la soledad,carlos vives
714639,397787,Consenting Adults,1992.0,,I Wanna Piece Of The Party,
637410,76756,Dream Girl of 67,1966.0,The Dream Girl of 1967 (Show No. 86) (#1.86),Hunk OLove (The Theme of The Dream Girl of 1967),the chuck barris orchestra
506071,594745,RiffRaff,2009.0,,Merry-Go-Round,paul chesne
204102,66428,Deixa-me Amar,2007.0,(#1.227),Ìä tudo tÌ£o frÌÁgil,ff
207537,382776,California Firebrand,1948.0,,Trail To California,foy willing+sid robin+the riders of the purple sage
335464,520678,Live Aid,1985.0,,Rockin all over the World,john fogerty+status quo
419231,652668,The Celluloid Closet,1995.0,,Lets Knock Knees,mack gordon+harry revel
533007,10939,American Horror Story,2011.0,Bitchcraft (#3.1),Last Train Home,raffertie
542050,384401,Captain Barbell,2003.0,,Pangarap Kong Ibigin Ka,regine velasquez
567078,634303,Summerhood,2008.0,,Everybody Wants to Rule the World,roland orzabal+ian stanley+chris hughes+tears for fears
512218,376654,Bridge to Nowhere,1986.0,,Lift Your Head Up High,peking man
522348,4304,7th Heaven,1996.0,X-Mas (#10.11),O Little Town of Bethlehem,phillips brooks+lewis h. redner
284678,655628,The Dead Boys Club,1992.0,,White Bird,its a beautiful day
671003,635771,Survival Run,1979.0,,Theme from Spree,true music+gary william friedman
559451,459418,Groove,2000.0,,Champagne Beat Boogie,robert cameron+laron mcnally+boozy+swan
203409,169771,OchÌ©ntame... otra vez,2014.0,CrÌ_nicas de un pueblo (#3.5),Zurriagazo,fernando esteso
71006,273169,The Tonight Show Starring Jimmy Fallon,2014.0,Josh Brolin/Kate McKinnon/Billy Ocean (#3.85),When the Going Gets Tough  the Tough Get Going,billy ocean+robert john lange+wayne brathwaite+barry eastmond+jimmy fallon
604794,167484,No disparen al pianista,2007.0,(#1.10),Tan sola,soledad gimÌ©nez
20621,553880,Need for Speed II,1997.0,,Hell Bent For Lederhosen,alistair hirst
550849,625069,Space Oddity,2001.0,,Also sprach Zarathustra,richard strauss
522730,52896,Curb Your Enthusiasm,2000.0,Chets Shirt (#3.1),Spinning Waltz,piero piccioni
607104,124659,Jimmy Kimmel Live!,2003.0,Keira Knightley/Nate Parker/Spandau Ballet (#12.153),This Is the Love,spandau ballet
237651,469064,Hereafter,2010.0,,Nessun Dorma,giacomo puccini+giuseppe adami+renato simoni+tito beltrÌÁn+arrangement with source/q
457465,450690,Get Him to the Greek,2010.0,,Love Today,mika
730407,348810,Anal Students 2,2013.0,,The Struggle,
309143,166984,Nip/Tuck,2003.0,Adelle Coffin (#1.10),A Perfect Lie,jeffrey cain thompson+cedric lemoyne  and
292231,546054,Moulin Rouge!,2001.0,,Ballet des Flocons de Neige: Variations,jacques offenbach
557153,113725,House of Anubis,2011.0,House of Stars (#1.48),Main Title Theme,rob cairns+tony morales
367522,179550,Patalliro!,1982.0,Journey to the Moon (#1.19),Patalliro!,kaoru itÌ«+fusako fujimoto
368098,669110,The Last Halloween,2013.0,,Pain,karen starks+jon patrick brennan
509593,573129,Paul Weller: Into Tomorrow,2006.0,,Peacock Suit (Live at Hyde Park),paul weller
107669,318176,When Things Were Rotten,1975.0,,When Things Were Rotten,charles strouse+artie butler
292743,727959,XOXO,2016.0,,Indian Summer,jai wolf+sajeeb saha
383918,31462,BishÌ«jo senshi SÌ»rÌ¢ MÌÈn,1992.0,Mizuumi no densetsu yÌ«kai! Usagi kazoku no kizuna (#1.40),Yume miru dake ja Dame,kotono mitsuishi
175601,564048,Old Boyfriends,1979.0,,Tush,dusty hill+billy gibbons+frank beard
133775,353204,ArrÌ»tez-moi,2013.0,,S love,cyril morin
338465,214742,Slovensko hladÌÁ SuperStar,2004.0,PrvÌ© semifinÌÁle (#1.8),Let it Be,john lennon+paul mccartney+mariÌÁn fatrsÌ_k
686627,207783,Shameless,2011.0,Daddyz Girl (#1.11),Its Thunder and Its Lightning,we were promised jetpacks
603995,328752,22nd Annual Trumpet Awards,2014.0,,I Need You Now,smokie norful
86874,526843,Luger,1981.0,,God only knows,brian wilson+tony asher+the beach boys
86301,42717,Cartoon Superheroes Abridged,2015.0,The Movie (#1.6),Iron Man 3 Theme,brian tyler
91743,403018,DTV: Rock  Rhythm & Blues,1984.0,,Belly Of The Whale,burning sensations
581743,253051,The Many Loves of Dobie Gillis,1959.0,Thats Show Biz (#1.26),Love Is a Many-Splendored Thing,sammy fain
262544,701309,Track 29,1988.0,,Chattanooga Choo Choo,harry warren
300271,439346,Final Destination,2000.0,,All the Candles in the World,jane siberry+arrangement with warner special products
250196,199394,Ruy  el pequeÌ±o Cid,1980.0,Ruy recupera a Peka (#1.16),Mars  The Bringer Of War,gustav holst
677009,552345,Naiyaandi,2013.0,,Marriage Marketil,ve. ramaswamy+sundar narayana rao
416051,88032,Fate/Zero,2011.0,The End of Honor (#2.3),Sora wa Takaku Kaze wa Utau,luna haruna
5612,312534,Veronica Mars,2004.0,Clash of the Tritons (#1.12),Army Of One,adam hamilton
306542,267972,The Simpsons,1989.0,Jaws Wired Shut (#13.9),Get Ready for This,jean-paul decoster+ray slijngaard+phil wilde+2 unlimited
582506,332151,A Clean Shaven Man,1936.0,,I Want a Clean Shaven Man,sammy timberg+mae questel
450880,135691,Late Show with David Letterman,1993.0,(#19.22),Bad,michael jackson+the cbs orchestra
366957,633768,Suhaag Raat,1968.0,,Mere Dil Se Dil Ko Jod Do,kalyanji veerji shah+anandji veerji shah+manna dey
656260,44842,Chefs Table,2015.0,Niki Nakayama (#1.4),A Key For All The Rooms,thomas vanoosting
642351,203992,Scandal,2012.0,Defiance (#2.7),Livin In The Life,the isley brothers
140701,542732,Mister Lonely,2007.0,,Red River Valley,daniel rovai
25692,24222,Battery,2016.0,Standing on the Ground (#1.4),Ashita  Haru ga Kitara,anderlust
625999,434910,Extremedays,2001.0,,Loss 4 Words,tait+michael tait+randy crawford+mario santana
137865,35043,Brand Spanking New! Doug,1996.0,,Original Theme for ,dan sawyer
188638,429530,Elvis: Love Me Tender - The Love Songs,2009.0,,Love Me Tender,elvis presley+vera matson+george r. poulton+ken darby
471742,149591,Masou Gakuen HxH,2016.0,Operation Take Back Tokyo APOCALYPSE (#1.11),Chi,music: shÌ« watanabe+iori nomizu
9355,182685,Poketto monsutÌ¢ - Adobansu jenerÌ»shon,2002.0,Nyula and Barrierd! Whose Restaurant!? (#1.141),Batoru Furontia,akina takaya
437129,45992,ChÌ«riki Robo Galatt,1984.0,DÌ«surya aeru no? Itoshi no Garatto-sama (#1.20),Welcome! Galatt!,masanori sasaji
706360,564164,Old Los Angeles,1948.0,,Tus Ojos,
394789,486398,Invincible,2006.0,,Do You Know What I Mean,lee michaels+special arrangement with natural energy lab
344131,235781,The Adventures of the Galaxy Rangers,1986.0,Progress (#1.14),No Guts  No Glory,john van tongeren+phil galdston
221403,483993,In Too Deep,1999.0,,El Presso,fruko y sus tesos+alvaro velasquez
445535,175189,OperaciÌ_n triunfo,2001.0,Gala 10 (#6.11),Cuando me vaya,melocos+natalia jimÌ©nez
723445,589993,Raval  Raval...,2006.0,,Sous la pluie,
406930,134067,Lark Rise to Candleford,2008.0,(#4.4),Lark Rise To Candleford Theme,lorchestra numerique
728308,463406,Hans  Lee & Papa Schultz,2011.0,,Ride on Katoucha,
398211,583431,Private Parts,1997.0,,Syncopated Clock,leroy anderson+arthur fiedler+boston pops orchestra
146420,406364,Dave Matthews Band: The Gorge,2004.0,,Grey Street,dave matthews
488273,145815,MTV Supersonic,2002.0,Oasis,The Meaning of Soul,noel gallagher+oasis
551781,163544,Mystery Science Theater 3000,1988.0,The Day the Earth Froze (#5.22),Ride of the Valkyries,richard wagner
730945,593720,Rewind 4Ever: The History of UK Garage,2013.0,,Storm,
72035,228082,StÌ¦ckl am Samstag,2008.0,Erdverbunden - Entscheidung fÌ_r ein bewusstes Leben,Schoff da an Goatn au,birgit denk+denk
690700,661965,The Girl in the Picture,1985.0,,All Things Bright and Beautiful,william h. monk  lyrics by cecil f. alexander
247725,126473,KaBlam!,1996.0,Money Train 2 (#3.2),Unpreventable,gregor narholz
638593,500974,Killers by Nature,2005.0,,Broke Down,the dead celebrities
503061,274382,The Tonight Show Starring Johnny Carson,1962.0,(1969-09-29),Johnnys Theme,paul anka
353686,427174,El fronterizo,1952.0,,Esta Noche,josÌ© alfredo jimÌ©nez
483032,508899,La pretora,1976.0,,Black Emanuelle,nico fidenco+bulldog
273835,520411,Little Shop of Horrors,1986.0,,Feed Me (Git It),howard ashman+alan menken+levi stubbs+rick moranis+michelle weeks+tichina arnold+tisha campbell-martin
347043,600019,Rudolph  the Red-Nosed Reindeer,1964.0,,Silver and Gold,johnny marks+burl ives
289007,366855,Bicycle Bobby,2009.0,,Can You Feel Me,jack foltyn
107901,328527,21 & Over,2013.0,,Lets Touch,charles trahan+arrangement with shelly bay music
414753,685828,The Statue,1971.0,,Skin,luis bacalov+tony+the graduates
726739,718559,We Believe,2009.0,,Waltz Through the Ashes,
263850,481545,Iceland,1942.0,,Its the Lovers Knot,harry warren+small singing group
218050,156340,MisteRogers Neighborhood,1968.0,1582: Alike and Different (#18.2),Lets Think of Something to Do While Were Waiting,fred rogers
11234,513626,Le jeune Werther,1993.0,,JÌ©cume,alain bashung+jean fauque
259050,625061,Space Master X-7,1958.0,,Whirlybirds,harry bluestone+emil cadkin
109920,416921,Divines,2016.0,,Wind Blows,chateau marmont
582167,627524,St. Trinians,2007.0,,Love Is a Many Splendored Thing,sammy fain+the four aces
424342,491745,Jet Lag,2011.0,,Flor de azalea,manuel esperÌ_n+gÌ_mez urquiza+los panchos
53571,290819,The Young and the Restless,1973.0,(#1.7812),Nadias Theme,barry de vorzon+perry botkin jr.
82651,48940,Conan,2010.0,Steven Ho/Brittany Snow/Incubus (#5.89),Dance Like Youre Dumb,brandon boyd+michael einziger+jose pasillas+chris kilmore+ben kenney+incubus
151522,494250,Journey to the End of the Night,2006.0,,Lees Beat,david lee scott
375848,659158,The Fan,1996.0,, (LET ME UP) IVE HAD ENOUGH,kenny wayne shepherd+mark selby+joe nadeau+arrangement with warner special products
459361,377463,Britains Favourite Christmas Songs,2011.0,,In Dulce Jubilo,mike oldfield
149432,257059,The Muppet Show,1976.0,Teresa Brewer (#2.22),Spinning Wheel,david clayton-thomas+teresa brewer
664212,211639,ShinryÌ«chÌÈ - In the Room,2013.0,(#1.7),Kai Sera Sera,tomohisa yamashita
619829,484095,In a World...,2013.0,,Roxanne,sting+the police
534965,488387,Its a Hap-Hap-Happy Day,1941.0,,Alls Well,ralph rainger+pinto colvig
217060,155275,MisteRogers Neighborhood,1968.0,1031 (#2.31),Tomorrow,fred rogers
324081,41880,Canavial de PaixÌµes,2003.0,,Sancristobal,joao parahyba
22825,572331,Paseo de Oficina,2012.0,,Que levante la mano,amÌ©rico
618776,307326,Turn Back Time: The Family,2012.0,The 1970s (#1.5),Superstition,stevie wonder
606478,623522,Sophie Ellis Bextor: Interview,2003.0,,A Pessimist Is Never Disappointed,sophie ellis-bextor
464322,96714,Ghost Whisperer,2005.0,Greek Tragedy (#4.15),Warm Whispers,missy higgins
469763,165681,Nearly Famous,2007.0,(#1.2),Shes Got You High,mumm-ra
669399,439307,Final Appointment,1954.0,,Bimbo on a Bike,trevor duncan
110445,657181,The Dream Team,1989.0,,CRAZY (FOR LOVING YOU),cherrelle+herman randall davis+mary smettler
261301,438075,Female,1933.0,,Old Man Sunshine (Little Boy Bluebird),harry warren
16342,98620,Glee,2009.0,Homecoming (#6.2),Home,alex ebert+jade castrinos+dianna agron+chris colfer+laura dreyfuss+billy lewis jr.+kevin mchale+lea michele+heather morris+naya rivera+mark salling+jenna ushkowitz+marshall williams+noah guthrie+samantha marie ware
21198,601216,RÌ¦lli ja kultainen avain,2013.0,,Omituisten otusten kerho,allan tuppurainen+mikko kuustonen
3132,342395,Aleksis Kiven elÌ_mÌ_,2001.0,,Oravan laulu,aapo similÌ_
377653,733538,åÀAmigos?,2012.0,,Sneaky,kevin macleod
239166,456940,Grand Theft Auto IV,2008.0,,Dancer,gino soccio
412801,418021,Doktor Faustus,1982.0,,Piano Sonata No.32 C minor  Op.111 (2nd movement),ludwig van beethoven
93241,407555,Dead Beat,1994.0,,Watusi 64,buzz cason+jay bentley
472203,121719,Isas stepz,2008.0,Daniella (#3.15),Supernova Superstar,music+lyrics: peter biker+jan rÌürdam+sarah west
354340,141620,Los RoldÌÁn,2004.0,(#1.37),Y cÌ_mo es Ì©l,josÌ© luis perales+lola berthet
442380,606525,Schramm,1993.0,,TK-Gerichte,max mÌ_ller+gundula schmitz
179306,545612,Mostly Awake,2013.0,,Jealous Lovers,eden sela
306447,581337,Pouic-Pouic,1963.0,,LÌ©onard,jean-michel defaye  et son orchestre
480375,602895,Salvation!: Have You Said Your Prayers Today?,1987.0,,Skullcrusher,new order
371081,542278,Miss Farkku-Suomi,2012.0,,Koulun Portilla,kauko rÌ¦yhkÌ_+mikko neuvonen+jesper geitel+heikki pajunen+onni toikka+oula yliperttula
438257,139397,Liquid Assets,2003.0,Kylies Millions,What Do I Have to Do,matt aitken+mike stock+pete waterman+kylie minogue
186271,30227,Bewitched,1964.0,Double Split (#2.28),Rock-a-bye Baby,elizabeth montgomery
111200,218662,Som Brasil,2007.0,Chico Buarque (#4.9),O Que SerÌÁ,chico buarque+renato godÌÁ
385798,613119,Shoot Em Up,2007.0,,Breed,kurt cobain+nirvana
203204,81578,Ellen: The Ellen DeGeneres Show,2003.0,Fergie/Casey Wilson (#12.34),L.A.LOVE (la la),fergie+dj mustard+shomari wilson+royce thomas+theron thomas
204425,195164,Revenge,2011.0,Abduction (#4.13),End Credits Theme,fil eisler
655297,376535,Bride Wars,2009.0,,Pump Up The Jam,thomas de quincey+manuela kamosi+technotronic
125430,483095,Imaginary Crimes,1994.0,,Dont Fence Me In,cole porter
214393,637892,SÌ´ som i himmelen,2004.0,,Glada Ìãnkan,franz lehÌÁr
325718,722021,When a Stranger Calls,2006.0,,Lock It,joe faraci+faraci
191746,467008,Heaven Shall Burn: Hunters Will Be Hunted,2013.0,,Hunters Will Be Hunted,eric bischoff+heaven shall burn
483559,635579,Sur: The Melody of Life,2002.0,,Tu Dil Ki Khushi,nida fazli+m.m. keeravani+lucky ali+sunidhi chauhan
256282,85134,Eva y AdÌÁn  agencia matrimonial,1990.0,CÌÁscara amarga (#1.5),Get Happy,harold arlen+judy garland
116447,487879,Its All Gone Pete Tong,2004.0,,Rock That House Musiq,christophe moniser+dj pascal+implusion
