,id,title,year,episode,song,artists
700413,45571,Chojin Locke: Lord Leon,1989,,Toi Aurora,yukiko nagao cotton time
218445,156813,MisteRogers Neighborhood,1968,1763: Celebrates the Arts (#31.3),Wont You Be My Neighbor?,fred rogers
227753,483783,In Old Monterey,1939,,Little Pardner,gene autry johnny marvin fred rose
10096,425515,Edtv,1999,,Here I Am (Come And Take Me),al green teenie hodges
594305,19014,Australian Idol,2003,Grand Final (#3.37),Lift,shannon noll andrew roachford bryon jones adam reily
274907,197083,Rockpalast,1974,Hubert von Goisern: Haldern Pop Festival 2016,I bin ganz alloan,hubert von goisern
53844,291094,The Young and the Restless,1973,(#1.8084),Nadias Theme,barry de vorzon perry botkin jr.
325043,591025,Red Hot and Blue,1990,,After You  Who?,jody watley cole porter
560802,533814,Marilyn Hotchkiss Ballroom Dancing & Charm School,2005,,Bella Luna,robert j. walsh
523444,131090,Kyle XY,2006,Pilot (#1.1),Hold the Line,pilot speed lyrics by todd clark
501947,644887,The 58th Annual Academy Awards,1986,,Sweet Dreams,patsy cline
656517,431215,Enter the Void,2009,,Hamburger Lady - Cater Tutti Remix,throbbing gristle
71025,211124,Shindig!,1964,(#2.12),See You at the Go-Go,billy page dobie gray
418228,693974,Thillu Mullu,2013,,Thillu Mullu Remix,m.s. viswanathan yuvan shankar raja kannadasan
487304,558937,Noel Gallaghers High Flying Birds DallAlcatraz Di Milano,2011,,If I Had a Gun...,noel gallagher noel gallaghers high flying birds
394360,583392,Private Obsession,1995,,STARS FELL ON TIJUANA,lee frost dean andre
652197,312719,Veronica Mars,2004,Pilot (#1.1),What You Want,the wayouts
328662,606765,Scooby-Doo! Abracadabra-Doo,2010,,Scooby-Doo: Abracadabra Doo!,joey levine just for laughs
537970,585916,Pyar Ka Bandhan,1963,,Sambhal Kar Ishq Farmana  Mohabbat Andhi Hoti Hai,ravi
266290,122406,Its Always Sunny in Philadelphia,2005,Mac & Charlie Die: Part 2 (#4.6),Hotsy-Totsy,heinz kiessling
339380,210405,Shindig!,1964,(#1.28),If I Fell,john lennon paul mccartney the wellingtons
243170,138005,Libre para amarte,2013,Nuevo administrador (#1.101),No soy un pÃŒÃjaro,gloria trevi ÃŒÂngel gabriel sebastiÃŒÃn jÃŒÃcome
53043,290290,The Young and the Restless,1973,(#1.6795),Nadias Theme,barry de vorzon perry botkin jr.
716431,517866,Libertarias,1996,,Melodia de Arrabal,
511481,333103,A Galicia vente xÃŒÃ,2004,,ContamÃŒ_name,pedro guerra ana belÃŒÂ©n vÃŒ_ctor manuel
210408,521874,Lola la trailera,1985,,Lola la Trailera,francisco bracamontes rosa gloria chagoyÃŒÃn
64596,254416,The Match Game,1962,(#1.46),A Swingin Safari (The Theme of The Match Game),bert kaempfert
42978,678618,The Pirates of Penzance,1994,,What Ought We Do?,arthur sullivan susie french melissa langton anna butera
68323,371183,Bloodletting,1997,,Lost Hope,bill dotson peter john ross jeff krider
131920,461417,H & G,2013,,Social Control,culted
535389,118438,Idols,2002,Top 4: Judges Choice (#1.16),Soledad,rami yacoub andreas carlsson k.c. porter heinz winckler
597083,451587,Ghuddi,1980,,Jemon Nodir Buke Nao Bhaisa Chole,shimul yousuf linu billah lucky akhand
234305,632063,Strangers in Paradise,1984,,Lost in the Shuffle,george wrage suzanna love
88149,126185,KaBlam!,1996,Cramming Cartoons Since 1627 (#2.3),Squadron Airborne,bruce campbell
487767,562532,Oasis: Past  Present  and Forever,1995,,Supersonic,noel gallagher oasis
105829,498925,Keep the Lights On,2012,,Soon-To-Be Innocent Fun/Lets See,charles arthur russell jr. arthur russell
38885,22971,Barend en Van Dorp,1990,(2000-10-12),Path,apocalyptica
191989,129742,Knees-Up,1983,Chas & Daves Christmas Knees-Up (#1.0),Slow Down Linda,eric clapton eric clapton  with albert lee chas dave
51010,468526,Her,2013,,Racing Turtles,barrie gledden tim reilly jason pedder
435332,242949,The Drifter,1965,The Texas Rangers,Take Me Back to the Prairie,marty robbins
267611,709099,Une fille sur la route,1952,,Toutes les Femmes,henri betti georges guÃŒÂ©tary
11219,728279,Y volverÃŒÂ©...,2010,,Y volverÃŒÂ© (Emporte Moi),alain barriÃŒÂ¬re los bunkers
685363,425010,Echelon Conspiracy,2009,,Dance Hall Days,wang chung
205552,712324,Vegas,2009,,Anorektisk Utopi Remix,fjorden baby!
31894,103501,Greys Anatomy,2005,Suicide Is Painless (#6.18),Draw Your Swords,angus julia stone
698690,337125,A ma de meng zhong qing ren,2013,,One I Miss and Admire,yi-feng hung amber an
30743,396313,Commando,1985,,WE FIGHT FOR LOVE,andy taylor power station
654162,192146,Raising Hope,2010,Dream Hoarders (#1.3),Istanbul,they might be giants
357607,392803,City Federal,2015,,Chadwicks Backup Plan,josh carples glorious 70mm
538695,552922,Narco,2004,,All Day and All of the Night,ray davies the kinks
607436,263322,The Ren & Stimpy Show,1991,Bellhops/Dog Tags (#5.5),Eerie Dramatic (L-657),spencer moore
262823,367620,Big-Hearted Bosko,1932,,Cryin for the Carolines,harry warren baby
486630,86861,Falling Skies,2011,Sanctuary: Part 2 (#1.7),Falling Skies Credits Theme,noah sorota falling skies orchestra
297291,592097,Remember the Night,1940,,Jingle Bells,james pierpont
437365,707012,UmJammer Lammy,1999,,Fright Flight (PaRappas Version),masaya matsuura ryu watabe dred foxx
600125,241045,The Comic Strip Presents...,1982,More Bad News (#4.2),Bad News,simon brint adrian edmondson
27403,70298,Die Helene Fischer Show,2011,(#1.5),Hulapalu,andreas gabalier
707758,663527,The Green Man,1956,,A Wandering Minstrel I,
572370,27785,Belmonte,2013,(#1.254),Cinco Vidas,rua da lua
350157,165566,Nashville,2012,You Win Again (#1.11),Keep Asking Why,jonathan jackson
34827,28977,Bem-Vindos a Beirais,2013,E Se... (#1.19),Muda de Vida,antÃŒ_nio variaÃŒÂ¤ÃŒÂµes humanos
24124,700750,TotÃŒ_  Fabrizi e i giovani doggi,1960,,Sposami,amurri joe sentieri  e il quartetto 2 2
195854,452319,Girl in Progress,2012,,Mis Amistades,espinoza paz
59824,215562,Snooker: Welsh Open,2009,(#6.19),(We Want) The Same Thing,belinda carlisle
619132,601953,Safe Men,1998,,Tell Me Something Good,stevie wonder rufus chaka khan
646266,305880,True Blood,2008,Youre No Good (#6.3),Youre No Good,the plasticines
82555,209183,Sharon  Lois & Brams Elephant Show,1984,Reversal (#2.16),Why oh Why?,bram morrison
463189,259162,The Office: The Girl Next Door,2011,The Girl Next Door (#1.2),Girl Next Door,mindy kaling ellie kemper b.j. novak
317107,57148,Dancing on Ice,2006,(#5.19),Summer Nights,jim jacobs warren casey john travolta olivia newton-john
329490,391831,Chronik der Anna Magdalena Bach,1968,,Mass in B Minor  BWV 232,johann sebastian bach
246368,173290,One Tree Hill,2003,Like You Like an Arsonist (#3.1),Feeling a Moment,grant nicholas feeder
658332,434151,Evita,1996,,The Art of the Possibles,tim rice andrew lloyd webber antonio banderas
268646,71098,Direktion City,1976,Auf Freiers FÃŒ_ÃŒÃ™en (#2.6),Moon River,henry mancini
91814,97723,Glastonbury 2015,2015,Burt Bacharach (#1.11),99,burt bacharach
561369,279325,The Tonight Show with Jay Leno,1992,(#21.157),Beginnings,robert lamm the tonight show band
548511,193931,Red Oaks,2014,Labor Day Luau (#1.10),Im So Famous,richard myhill
726518,574974,Personal Effects,2009,,I Found All These Things,
302434,313192,Victorious,2010,The Gorilla Club (#3.4),Crystal,jason liebman
50234,372480,Bob Hope Comedy Special,1963,,Gotta Move,barbra streisand
179001,476779,Howard Zinn: You Cant Be Neutral on a Moving Train,2004,,Down,eddie vedder mike mccready    / stone gossard
477700,40380,Californication,2007,Daughter (#7.11),Put Em Up (Hands in the Air Mix),needle drop warriors
692549,481701,Ideale Frau gesucht,1952,,Vater hat nichts dagegen,willy berking
78562,547540,Muhammad Ali: The Greatest,2016,,Young  Gifted and Black,bob marcia
626456,75611,Dragon Ball: Doragon bÃŒÂ«ru,1986,A Great Fight! Son Goku vs. Kuririn (#3.13),Makafushigi AdobenchÃŒÂ¢!,takeshi ike hiroki takahashi
122599,619768,Smokey and the Bandit II,1980,,Ride Concrete Cowboy  Ride,cliff crofford john durrill snuff garrett roy rogers sons of the pioneers
62553,720660,What Is Cinema?,2013,,Cinema [Extended Mix],benny benassi
395519,425202,Eds Next Move,1996,,Critical,lem springsteen john ciafone wall of sound gerald latham
277735,49556,Cops,1989,The Young and the Reckless (#28.17),Bad Boys,ian lewis inner circle
343428,178492,Parker Lewis Cant Lose,1990,Radio Free Flamingo (#1.11),The Star-Spangled Banner,john stafford smith
457259,487354,Ismeretlen ismerÃŒÂ¦s,1989,,Ezer nevem,mihÃŒÃly mÃŒ_ricz judit halÃŒÃsz
539601,696209,Thrills of Music: Ray McKinley and His Orchestra,1946,,Tabu,ray mckinley his orchestra
240593,48222,Come Fly with Me,2010,(#1.1),Sh Sh Sharabi,gippy grewal ft. bohemia
372844,282782,The Voice UK,2012,The Semi-Final Results (#1.16),Youre the Voice,keith reid andy qunta maggie ryder chris thompson jaz ellington tyler james vince kidd becky hill max milner bo bruce leanne mitchell ruth brown
246109,55738,Dalston Superstars,2011,(#1.3),Acid,grant armour
559706,398404,Cop Land,1997,,I Cant Quit,robert cray the robert cray band arrangement with polygram film tv licensing
208103,6079,A Nero Wolfe Mystery,2000,Motherhunt: Part 1 (#2.6),Minute Waltz,frÃŒÂ©dÃŒÂ©ric chopin
80654,135989,Late Show with David Letterman,1993,Amanda Seyfried/B.J. Novak/Spider-Man: Turn Off the Dark (#18.100),Rise Above,bono the edge reeve carney jennifer damiano t.v. carpio
21080,668581,The Lady from Shanghai,1947,,Amado Mio,allan roberts doris fisher
520954,363111,Bedtime with Barney: Imagination Island,1994,,Just Imagine (Reprise),philip a. parker stephen white bob west hope cervantes pia manalo john david bennett ricky carter barry pearl julie johnson patty wirtz
406595,350097,Animal,2005,,Animal,longene d.alexander john gerrald g-nice
554051,489789,Jailbird Rock,1988,,Just Lust,rick nowels terry abrahamson lucy sustar world without end
253237,477701,Hunters Blood,1986,,Cry In The Night,hamilton joe frank weber
537417,489753,Jai Surya,2004,,Nazron Ko Miltey Miltey,raqueeb alam gayatri deva
171957,349772,Angelas Ashes,1999,,I Cant Give You Anything But Love,dorothy fields jimmy mchugh billie holiday
350147,595294,Rise,2007,,KeMo Thera-P,jonathan hylander raymond gurrola sean johnson joseph hylander e>k>u>k arrangement with format
49541,525579,Love and Honor,2013,,The Funeral,band of horses benjamin bridwell christopher early timothy meining
722669,608565,Selena Ã¥Ãvive!,2005,,Popurri a Selena,
562743,150624,Medisch Centrum West,1988,De strijd (#2.13),Maladie dAmour,robert strating jean louis knapper
507656,444229,Frank Sinatra: A Man and His Music + Ella + Jobim,1967,,Put Your Dreams Away,paul mann stefan weiÃŒÃ™ frank sinatra
354772,523296,Los amores de Marieta - Los Fabulosos 20s,1964,,Flor de amor,josÃŒÂ© padilla
234235,336078,A Sunbonnet Blue,1937,,The Little Old Fashioned Music Box,george w. meyer pete wendling mack david
169210,165372,Nashville,2012,Its All Wrong  But Its All Right (#2.13),Bluebird (feat. Jill Andrews),don gallardo
722472,497769,Karaoke Revolution Party,2005,,Every Little Thing She Does Is Magic,
555820,28539,Belmonte,2013,(#1.80),No Meu Canto,rita guerra
539453,619160,Slumber Party 57,1976,,Hey Paula,ray hildebrand paul paula
674409,296799,Todds Pop Song Reviews,2009,The Top Ten Worst Hit Songs of 2004 (#3.25),Yeah!,usher raymond lil jon sean garrett patrick j. que smith ludacris robert mcdowell james phillips la marquis jefferson taylor bryant
195980,629977,Step Up 3D,2010,,Up (Remix),ester dean dapo torimiro jesse mccartney
260421,673296,The Mayor of 44th Street,1942,,Heavenly  Isnt It?,harry revel
282041,336568,A Very Harold & Kumar 3D Christmas,2011,,White Christmas,irving berlin bing crosby
420744,136809,Le grand journal de Canal+,2004,(2005-11-23),Push,madonna stuart price
594161,530707,Main Nashe Men Hoon,1959,,Hum Hain To Chand Aur Tare,shankarsingh raghuwanshi jaikishan dayabhai panchal mukesh chorus
78011,179052,Pasila,2007,Veli (#2.10),He Aint Heavy  Hes My Brother,bob russell bobby scott the hollies
23190,256300,The Missing,2014,Gone Fishing (#1.4),Come Home,amatorski
390392,314501,WKRP in Cincinnati,1978,Who Is Gordon Sims? (#1.18),Flight Time,larry mizell donald byrd
187843,73693,Donny and Marie,1975,(#2.14),Honky Cat,elton john bernie taupin donny osmond marie osmond
178140,731009,Yours  Mine & Ours,2005,,Slippin and Slidin (Itaal Shur Remix),eddie bo albert collins little richard james smith
670440,294042,Ti Ti Ti,2010,(#1.1),A MÃŒÂ£o do Amor,trico roque ferreira
123270,250808,The Knick,2014,Ten Knots (#2.1),Humiliating Sewage,cliff martinez gregory tripi
722553,515278,Lenny the Wonder Dog,2005,,Set U Free,
172872,680085,The Purifiers,2004,,Words,doves
90874,361776,Bayou Ghost,1997,,First Friends,buddy blue
369284,104985,H2O: Just Add Water,2006,Missed the Boat (#2.10),No Ordinary Girl,kate alexa shelley rosenberg
654144,153635,Mickey Mouse Clubhouse,2006,Super Adventure (#4.6),Micky Mouse Clubhouse Theme,they might be giants
226732,500215,Kid Millions,1934,,The Man on the Flying Trapeze,gaston lyle eddie cantor
176801,236150,The Andy Griffith Show,1960,Christmas Story (#1.11),The Fishin Hole,earle hagen herbert spencer. earle hagen.
461859,177294,Parashat Ha-Shavua,2006,Bo (#2.4),My Funny Valentine,miles davis richard rodgers
220686,87753,Fantasy Factory,2009,Were in the Burrito Game! (#5.2),Indian Summer,freedom hawk
213513,285809,The X Factor Philippines,2012,Top 7 Performance Night (#1.23),Eye of the Tiger,frankie sullivan jim peterik
66893,714385,Vishnu,1994,,Somasamavadane,bichu thirumala k.j. yesudas k.s. chitra
651378,81975,Emilys Reasons Why Not,2006,Why Not to Date Your Gynecologist (#1.3),Oh Mary,the twigs laura good linda good
221396,544549,Monumental: David Browers Fight for Wild America,2004,,Need It Just A Little,fruit bats
495765,418359,Dolly in Concert,1983,,Great Balls of Fire,otis blackwell jack hammer dolly parton her band
11812,681458,The Riddle,2007,,Midnight Cowboy,alan glen roger cotton
501186,557822,No,2012,,Vuelvo,patricio manns horacio salinas inti-illimani histÃŒ_rico
279054,507188,La classe de neige,1998,,The Augurs of Spring - Dances of the Young Girls,igor stravinsky
249910,454756,Golden Yeggs,1950,,Jimmy Valentine,gus edwards
586574,606050,Scavenger Hunt,1979,,Theres Enough For Everyone,scatman crothers billy goldenberg
476190,535189,Material Girls,2006,,Ready To Go,natalie poole evan olson
180623,560144,Nothing Is Private,2007,,It Came Upon a Midnight Clear,edmund hamilton sears richard storrs willis johnny mathis arrangement with sony bmg music entertainment
421149,382342,Cafe Utopia,1994,,World Spin,magic music
590978,566656,Only the Strong,1993,,Zoom-Zoom-Zoom,serapis bey
356796,14038,Animaniacs,1993,Cutie and the Beast/Boo Happens/Noel (#4.2),Chicken Reel,joseph m. daly
192200,470517,Highway to Havasu,2017,,Bottle,eric detzel kyle herman   the noncents
632635,139357,Lipstick on Your Collar,1993,(#1.4),Be-Bop-A-Lula,tex davis gene vincent
188967,535615,Max Payne 3,2012,,I Love Quebrada,emicida casp
519948,191446,Rage,1987,Grinspoon Guest Program Rage II,Hard Act to Follow,phil jamieson pat davern grinspoon
352197,7244,Abismo de pasiÃŒ_n,2012,Donador (#1.57),SÃŒ_lo un suspiro,jorge eduardo murguÃŒ_a ÃŒÃ’scar cruz alejandra orozco
514191,83511,Entourage,2004,Second to Last (#8.7),Superhero,perry farrell david navarro stephen perkins robert ezrin aaron embry janes addiction
356207,505132,LChayim Hadashim,1935,,Die SchÃŒÂ¦pfung - Oratorio  HobXXI/2,joseph haydn
719345,401912,Cult Live at Summer Sonic Festival 2001,2001,,War (The Process),
69936,461356,Gzaabneulni,2013,,Blue Jean Blues,billy gibbons frank beard dusty hill zz top
556668,650032,The Bliss of Mrs. Blossom,1968,,Lets Live for Love,riz ortolani the spectrum
17802,370899,Blood Out,2011,,Imagine That,alexandra govere kerry brothers jr.
89921,310829,Valentina,1989,Rembrant e le streghe (#1.9),A Wasteland,bryan ferry
482,138957,Limitless,2015,This Is Your Brian on Drugs (#1.11),The Stretch,13th amendment
286237,477748,Hunting for Herschell,2003,,Suite Hunting,j. michael james
69131,78976,EastEnders,1985,(2008-07-28),Lovely Day,bill withers
21184,518992,Likainen puolitusina,1982,,Loppulaulu,allan tuppurainen
113042,150204,Matroesjkas,2005,(#1.9),Post Modern Sleaze,chris corner
545190,601839,Saddle Silly,1941,,Ride  Tenderfoot  Ride,richard a. whiting
328600,349375,Andre,1994,,Peppermint Twist,joey dee henry glover the starlighters
591623,237594,The Beiderbecke Affair,1985,Can Anybody Join In? (#1.2),Piano Concerto No 2,sergei rachmaninoff london symphony orchestra
508677,230058,Supernatural,2005,Scarecrow (#1.11),Bad Company,paul rodgers simon kirke bad company
25654,109759,Highway to Heaven,1984,All the Colors of the Heart (#4.8),All the Colors of the Heart,and performed by tom sullivan
653657,655389,The Dark Horse,1932,,Hail! Hail! The Gangs All Here,theodore morse arthur sullivan
81752,609890,Sex Tape,2014,,Karma Chameleon,boy george mikey craig roy hay jon moss phil pickett
3830,708608,Under the Ravens Wing,2007,,Walking on Ice,aart markenstein world without end
75266,396117,Comic Book Confidential,1988,,Big Noise from Winnetka,bob crosby the bobcats bob haggart ray bauduc lyrics by gil rodin
382194,139460,Lista Top 40,1994,(#1.45),MissÃŒ_ on Marko?,klamydia
274119,705028,TvÃŒÂ´ skÃŒÂ¦na juveler,1954,,Who Told You?,howard lucraft
663828,469682,Hick,2011,,Crimson And Clover,tommy james peter p. lucia jr. joan jett the blackhearts arrangement with blackhearts records group inc.
426489,734301,ÃŒÃ¤mile lAfricain,1949,,Emile! Quest-ce que tu fais?,marcel dubel
