,Unnamed: 0,_id,ltable_id,rtable_id,ltable_title,ltable_artist_name,ltable_year,rtable_title,rtable_year,rtable_episode,rtable_song,rtable_artists
1754687,1754687,1754687,577603,346629,War Of The World,Die' Hunns,2004,American Hardcore,2006.0,,Way Of The World,will shatter+flipper
1755757,1755757,1755757,578011,220476,SueÌ±o de Amor,Teodoro Reyes,0,Sous le soleil,1996.0,La tentation de Benjamin (#4.17),SueÌ±o de Amor,castillo+bodart
1756487,1756487,1756487,578551,539237,Rapids,The Icicle Works,1985,Method,2011.0,,Rapids,jessica thompson
1756918,1756918,1756918,578725,55298,Sweet Thing,Vidar Busk And His True Believers,0,Daily Ukulele,2013.0,Sweet Thing (#1.82),Sweet Thing,olivia vessel
1757020,1757020,1757020,578781,226352,The Living Years,Mike And The Mechanics,1988,Stars in Their Eyes,1990.0,Live Grand Final 1997 (#8.13),The Living Years,mike rutherford+b.a. robertson+les short
1757067,1757067,1757067,578844,260994,Wildwood Flower,Reese Witherspoon,2005,The Porter Wagoner Show,1961.0,Big Al Downing (#1.685),Wildwood Flower,porter wagoner
1757480,1757480,1757480,579300,336414,Cold Shot,Stevie Ray Vaughan And Double Trouble,1985,A Tribute to Stevie Ray Vaughan,1996.0,,Cold Shot,mike kindred+w.c. clark+dr. john
1758540,1758540,1758540,579817,364537,I Want You!,Peter Bjorn And John,2009,Ben X,2007.0,,I Want You,praga khan+oliver adams
1761584,1761584,1761584,580169,216523,Crying,Roy Orbison,1962,So You Think You Can Dance,2005.0,Meet the Top 20 Dancers (#6.10),Crying,k.d. lang
1761587,1761587,1761587,580169,330229,Crying,Roy Orbison,1962,50/50,2011.0,,Crying,roy orbison+joe melson
1763119,1763119,1763119,580764,237202,Come Go With Me,The Del Vikings,1957,The Beatles Anthology,1995.0,,Come Go with Me,clarence quick+the del vikings
1763456,1763456,1763456,580796,545432,Amour_ Mon Cher Amour,Yves Montand,0,Mort en fraude,1957.0,,Amour  Mon Cher Amour,
1763790,1763790,1763790,580826,521355,Guess Who I Saw Today,Laura Lee,1972,Ljubav dolazi kasnije,2013.0,,Guess Who I Saw Today,murray grand+sofija knezevic - sofijazz
1764273,1764273,1764273,581016,548836,La Fundillo Loco - Tribal Mix,Joe Arroyo,0,Musico Pandemonium,2014.0,,,joe manco+eric von der heide+aristoscat
1765233,1765233,1765233,581102,726322,Two Sides To Every Story,Z.Z. Hill,0,Wolf Girl,2001.0,,Two Sides To Every Story,grace jones+john roby+thom fitzgerald
1765690,1765690,1765690,581327,397565,I'm Gonna Be a Wheel Someday,Fats Domino,1985,Confessions of a Sorority Girl,1994.0,,Im Gonna Be A Wheel Someday,fats domino+david bartholomew+roy hayes+sheryl crow
1765772,1765772,1765772,581423,2443,Calling All Angels,Train,2003,3 lbs.,2006.0,,Calling All Angels,train
1766391,1766391,1766391,581746,379620,September In The Rain,Slim Gaillard,0,Bugs Bunnys Easter Special,1977.0,,September in the Rain,harry warren
1767072,1767072,1767072,582237,90229,Goodnight Irene,Weavers,0,Folk Britannia,2006.0,Ballads and Blues (#1.1),Goodnight Irene,leadbelly+the weavers
1767582,1767582,1767582,582361,218096,This Time,Cara Dillon,2005,So You Think You Can Dance,2005.0,Two of 6 Voted Off (#8.21),This Time,pia toscano
1767622,1767622,1767622,582361,443129,This Time,Cara Dillon,2005,Forever Love,1998.0,,All This Time,
1768439,1768439,1768439,582669,588223,The Passenger,Iggy Pop,1977,Radiofreccia,1998.0,,The Passenger,iggy pop
1768464,1768464,1768464,582702,535441,Mama: Everything,Pattie Blingh and The Akebulan Five,0,Matters of Life & Dating,2007.0,,Everything,francois paterson+dominic paterson+christelle pechin+soma sonic
1768514,1768514,1768514,582734,356774,In Years To Come,Thrice,2002,Babes in Toyland,1986.0,,May The Years To Come,leslie bricusse+chorus
1768619,1768619,1768619,582911,267685,They'll Never Stop The Simpsons,Kang/Kodos/Singer,2007,The Simpsons,1989.0,Gump Roast (#13.17),Theyll Never Stop the Simpsons,alf clausen+dan castellaneta
1769711,1769711,1769711,583259,533590,Que Nadie Sepa Mi Sufrir,Sandra Luna,2004,Maria Full of Grace,2004.0,,Que Nadie Sepa Mi Sufrir,angel cabral/enrique dizeo+olimpo cardenas
1769737,1769737,1769737,583269,154431,Kung Fu Fighting,Mad Professor & Lee Perry,0,Minami Shineyo,2009.0,(#1.10),Kung Fu Fighting,carl douglas
1769739,1769739,1769739,583269,171748,Kung Fu Fighting,Mad Professor & Lee Perry,0,One Hit Wonderland,2012.0,Kung Fu Fighting by Carl Douglas (#1.3),Kung Fu Fighting,carl douglas
1769740,1769740,1769740,583269,171757,Kung Fu Fighting,Mad Professor & Lee Perry,0,One Hit Wonderland,2012.0,Kung Fu Fighting by Carl Douglas (#1.3),Kung Fu Fighting,carl douglas+bus stop
1771274,1771274,1771274,583521,365269,Stop Look 'n' Listen,The Ejected,0,Best Silly Stories and Songs Video Ever!,1994.0,,Stop  Look and Listen,bruce zimmerman
1772292,1772292,1772292,583657,12539,Celebration,Dora The Explorer,2006,American Idol: The Search for a Superstar,2002.0,You Kids Be Good! (#2.22),Celebration,ronald bell+claydes smith+george funky brown+j.t. taylor+robert spike mickens+earl toon+dennis d.t. thomas+robert kool bell+eumir deodato+joshua gracin
1772293,1772293,1772293,583657,623510,Celebration,Dora The Explorer,2006,Sophia Grace & Rosies Royal Adventure,2014.0,,Celebration,sophia grace brownlee+rosie mcclelland
1772454,1772454,1772454,583742,253868,Man Of Constant Sorrow,Eric Weissberg,0,The Marty Stuart Show,2008.0,Ralph Stanley and the Clinch Mountain Boys (#2.10),Man of Constant Sorrow,ralph stanley+the clinch mountain boys
1772549,1772549,1772549,583742,366526,Man Of Constant Sorrow,Eric Weissberg,0,Beyond the Reach,2014.0,,Man of Constant Sorrow,
1775273,1775273,1775273,584434,451653,Wenn du gehen willst,Sven van Thom,2008,Gib Gas - Ich will SpaÌÙ!,1983.0,,Wenn du willst,morgenrot
1775315,1775315,1775315,584571,78751,The Road to Eden,Avalon,0,EastEnders,1985.0,(2001-11-09),The Road to Hell,chris rea
1775365,1775365,1775365,584572,314150,American Made,Jack Off Jill,1997,WCW Monday Nitro,1995.0,(#1.2),American Made,jimmy hart+jj maguire+hulk hogan+the wrestling boot band
1775384,1775384,1775384,584572,439502,American Made,Jack Off Jill,1997,Finders Keepers,1984.0,,American Pie,don mclean
1775418,1775418,1775418,584629,420351,Nancy,Pharoah Sanders,1991,Dough-Nuts,1936.0,,Nasty Nancy,the yacht club boys
1776477,1776477,1776477,584823,696100,esperanza,P.I.C.,2000,Three to Five & Glassy,2007.0,,Esperanza,p.i.c.
1776480,1776480,1776480,585027,217553,Surf Sacrifice,Die' Hunns,2002,So You Think You Can Dance,2005.0,Top 4 Perform (#8.22),Sacrifice,elton john+bernie taupin+sinÌ©ad oconnor
1776600,1776600,1776600,585268,443257,Treasure,Standstill,2001,Forgetting Sarah Marshall,2008.0,,Treasure,lilian vieira+nienke gaastra+stefan kruge+stefan schmid+zuco 103+arrangement with ocean park music group
1776602,1776602,1776602,585325,78801,Rise,Z5,0,EastEnders,1985.0,(2002-01-03),Rise,gabrielle
1776608,1776608,1776608,585325,592883,Rise,Z5,0,Resident,2012.0,,Rise,jake ballard
1777513,1777513,1777513,585977,193752,Tom Dooley,The Kingston Trio,1958,Rectify,2013.0,Mazel Tov (#2.6),Tom Dooley,
1777875,1777875,1777875,586033,548836,Alone Together (With Joe Sample) (Album Version),Bob James (With Joe Sample),2001,Musico Pandemonium,2014.0,,,joe manco+eric von der heide+aristoscat
1780973,1780973,1780973,587250,491583,Stay Together,ZENO,0,Jersey Girl,2004.0,,Lets Stay Together,al green+al jackson jr.+willie mitchell
1788136,1788136,1788136,588863,96655,American Girl,Ill Repute,1997,Ghost Whisperer,2005.0,Dead Listing (#5.8),American Girl,justin james
1788730,1788730,1788730,588929,127893,Transmission,Major Organ And The Adding Machine,2001,Keen Eddie,2003.0,The Amazing Larry Dunn (#1.6),No Transmission,lhb
1789560,1789560,1789560,589265,118382,Out Of Reach,The Exciters,0,Idols,2002.0,Top 32: Group 3 (#2.9),Out of Reach,gabrielle+jonathan shorten+bianca bronn
1790231,1790231,1790231,589699,521340,Psychotic Girl,The Black Keys,2004,Lizzie Borden Took an Ax,2014.0,,Psychotic Girl,dan auerbach+patrick j. carney+the black keys
1791672,1791672,1791672,589949,331789,Here We Go Again (feat. CO$$),Shawn Jackson,0,A Certain Justice,2014.0,,,brian jackson harris+justin raines+michael wickstrom
1791988,1791988,1791988,590156,331789,The Great Pretender (2004 Digital Remaster),Brian Eno,1974,A Certain Justice,2014.0,,,brian jackson harris+justin raines+michael wickstrom
1794994,1794994,1794994,591068,645893,America,Simon & Garfunkel,1968,The Adventures of Rocky & Bullwinkle,2000.0,,America,paul simon
1794995,1794995,1794995,591068,651574,America,Simon & Garfunkel,1968,The Brothers Warner,2007.0,,America,music from god save the king
1795284,1795284,1795284,591251,612580,Romeo And Juliet,Wine,0,Shinbone Alley,1970.0,,Romeo and Juliet,george kleinsinger
1795330,1795330,1795330,591462,470588,Jesse James,Woody Guthrie & Jack Elliott,1999,Hillbilly Hare,1950.0,,Jesse James,
1795475,1795475,1795475,591588,304826,Working Man,Rush,0,Transporter: The Series,2012.0,The Switch (#1.10),Working Man,geddy lee+alex lifeson
1795504,1795504,1795504,591588,539069,Working Man,Rush,0,Metal: A Headbangers Journey,2005.0,,Working Man,rush
1796680,1796680,1796680,592542,523653,Rock & Roll,Amaral,2008,Los nå¼1 de 40 en concierto,2006.0,,Rock & Roll Star,sabino mÌ©ndez+loquillo+pereza
1796681,1796681,1796681,592542,537222,Rock & Roll,Amaral,2008,Meet the Fockers,2004.0,,Rock & Roll Part 2,gary glitter+mike leander
1796682,1796682,1796682,592542,558013,Rock & Roll,Amaral,2008,No Kidding,1960.0,,Rock and Roll,edwin astley
1796998,1796998,1796998,592667,548836,In Another World,Joe Diffie,2001,Musico Pandemonium,2014.0,,,joe manco+eric von der heide+aristoscat
1799398,1799398,1799398,593519,649962,' Cello Song,Nick Drake,0,The Blind Side,2009.0,,Cello Song,nick drake+the books+josÌ© gonzÌÁlez
1799424,1799424,1799424,593555,68066,Ghost Town,The Prodigy,2002,Derek Acorahs Ghost Towns,2005.0,Ely (#2.3),Ghost Town,the specials
1799715,1799715,1799715,593636,287974,I Never Forget,Zuul Fx,2007,The X Factor,2004.0,Live Shows 1 (#7.11),Never Forget,gary barlow+take that
1800422,1800422,1800422,593720,331789,Did You Miss Me?,Wanda Jackson,0,A Certain Justice,2014.0,,,brian jackson harris+justin raines+michael wickstrom
1803418,1803418,1803418,594189,425925,Break It,Pink Turns Blue,2007,Ein irres Feeling,1984.0,,Break It Out,lisa
1804796,1804796,1804796,594478,492065,Purple Haze,Jimi Hendrix,1969,Jimi Hendrix at the Isle of Wight,1991.0,,Purple Haze,jimi hendrix
1805304,1805304,1805304,594810,651034,Vertigo,Jump_ Little Children,0,The Brain Machine,1955.0,,Vertigo,steve race
1805307,1805307,1805307,594815,51172,Mirror,Turin Brakes,2010,Covert Affairs,2010.0,No. 13 Baby (#4.13),Mirror ,weekend
1805344,1805344,1805344,594875,490827,The Games People Play,Tony Lionni,0,Jedermann Remixed,2011.0,,Games People Play,joe south+hans theessink
1805391,1805391,1805391,595084,127267,California Day,New Riders of The Purple Sage,0,Kate & Allie,1984.0,Landlady (#2.2),California Dreamin,john phillips+michelle phillips+susan saint james
1805422,1805422,1805422,595084,258389,California Day,New Riders of The Purple Sage,0,The O.C.,2003.0,The Chrismukk-huh? (#4.7),California,mates of state+jason schwartzman+jacques brautbar+sam farrar+alex greenwald
1805791,1805791,1805791,595261,137687,Good Night,Niko De Luka & Brown Sugar feat. Dawn Tallman,0,Levenslied,2011.0,(#2.2),Good Night,john lennon+paul mccartney+tijn docter+hans dagelet+choir
1806357,1806357,1806357,595301,418359,Great Balls Of Fire,Dolly Parton,1979,Dolly in Concert,1983.0,,Great Balls of Fire,otis blackwell+jack hammer+dolly parton+her band
1809219,1809219,1809219,595850,614044,One,Ilona Knopfler,2003,Shrek the Third,2007.0,,One,marvin hamlisch+ed kleban
1809763,1809763,1809763,596061,710712,Zombies Ate My Neighbors (Album Version),Single File,0,V/H/S/2,2013.0,,Zombies Ate My Neighbors,
1811497,1811497,1811497,596701,261363,Promised Land,Zoot Money's Big Roll Band,0,The Porter Wagoner Show,1961.0,Freddie Weller (#1.474),Promised Land,freddie weller
1811620,1811620,1811620,596718,161123,Oh What A Night,The Dells,1962,Music Scene,1969.0,(#1.3),Oh What a Night,marvin junior+johnny funches+the dells
1812604,1812604,1812604,597177,384224,Cigarettes And Chocolate Milk,Rufus Wainwright,2001,Caos calmo,2008.0,,Cigarettes and Chocolate Milk,rufus wainwright
1813361,1813361,1813361,597735,121719,Superstar,Modern Talking,2003,Isas stepz,2008.0,Daniella (#3.15),Supernova Superstar,music+lyrics: peter biker+jan rÌürdam+sarah west
1813432,1813432,1813432,597799,136597,Who Feels Love?,Oasis,0,Later... With Jools Holland,1992.0,Later... Presents Oasis,Who Feels Love?,noel gallagher+oasis
1813459,1813459,1813459,597799,196824,Who Feels Love?,Oasis,0,Rock in Rio,1985.0,(2001-01-14),Who Feels Love,noel gallagher+oasis
1813507,1813507,1813507,597799,303260,Who Feels Love?,Oasis,0,Top of the Pops,1964.0,(2000-04-21),Who Feels Love?,noel gallagher+oasis
1813616,1813616,1813616,597799,562307,Who Feels Love?,Oasis,0,Oasis: Familiar to Millions,2000.0,,Who Feels Love?,noel gallagher+oasis
1813858,1813858,1813858,597831,451498,Freight Train Boogie,West Band,0,Ghostline,2015.0,,Freight Train,spence peppard+james taylor+spencer taylor
1814820,1814820,1814820,598339,251103,Song And Dance Man,Warrant,0,The Kraft Music Hall,1967.0,The Hollywood Musical (#1.2),Song and Dance Man,barry mann+bobby van
1816448,1816448,1816448,599174,267030,Salvavidas,Julieta Venegas,2000,The Shield,2002.0,Throwaway (#1.9),Salvavidas,julieta venegas
1819337,1819337,1819337,599708,709716,Blood from a Stone,The Heart Throbs,1990,Untamed Heart,1993.0,,Blood From A Stone,anne preven+stacy earl
1820475,1820475,1820475,599978,158154,Babylon,Martin Eyerer & Oliver Klein,2008,Monkey Dust,2003.0,(#2.5),Babylon,david gray
1821122,1821122,1821122,600338,540254,Won't Be Long,Ferraby Lionheart,2006,Middle of Nowhere,2008.0,,Wont Be Long,ferraby lionheart
1821142,1821142,1821142,600422,21230,Love,Art Of Noise,1986,Bachelor in Paradise,2014.0,(#1.7),Love,matt white
1821224,1821224,1821224,600422,171895,Love,Art Of Noise,1986,One Hit Wonderland,2012.0,Rico Suave by Gerardo (#1.5),Love,robert clivillÌ©s+duran ramos+gerardo mejÌ_a
1821511,1821511,1821511,600422,712725,Love,Art Of Noise,1986,Vendetta,1986.0,,Love Slave,the screaming sirens
1823448,1823448,1823448,600927,41662,Fly Me To The Moon,Willie Nelson,2009,Canadian Idol,2003.0,Top 4 Results Show (#2.29),Fly Me to the Moon,bart howard+matt dusk
1823583,1823583,1823583,600927,285509,Fly Me To The Moon,Willie Nelson,2009,The Wonder Years,1988.0,Scenes from a Wedding (#6.3),Fly Me to the Moon,bart howard+frank sinatra
1824899,1824899,1824899,601356,436199,Red Light,Bex Marshall,2008,Fame,1980.0,,Red Light,michael gore+linda clifford
1825492,1825492,1825492,602091,134668,Lonely Boy,Andrew Gold,1992,Late Night with Jimmy Fallon,2009.0,(#2.183),Lonely Boy,andrew gold+the roots
1825995,1825995,1825995,602185,340566,Feeling Good,Traffic,0,Africa Straight Up,2012.0,,Feel Good,
1825997,1825997,1825997,602185,345238,Feeling Good,Traffic,0,Alpha and Omega,2010.0,,Feelin So Good,sean combs+jennifer lopez+cory rooney+steven standard+george logios+big pun+fat joe
1826816,1826816,1826816,602223,526527,The Dawn Breaks,Officer Negative,0,Lucky,2014.0,,Dawn Breaks,david barajas
1826817,1826817,1826817,602223,560351,The Dawn Breaks,Officer Negative,0,Notorious,2009.0,,The Breaks,robert ford+james b. moor+russell simmons+lawrence smith+kurtis blow+jamal woolard+denae innis
1827176,1827176,1827176,602517,442271,See The Day,Girls Aloud,2005,Foodfight!,2012.0,,Dare The Day,wayne brady+michael lloyd+greg oconnor
1827178,1827178,1827178,602517,450622,See The Day,Girls Aloud,2005,Get Girls Alouds Style,2007.0,,See the Day,girls aloud
1828157,1828157,1828157,602854,253473,The Garden,the silk demise,0,The Marty Stuart Show,2008.0,Gretchen Wilson (#1.16),In the Garden,charles austin miles+gary carter+marty stuart+the fabulous superlatives
1828398,1828398,1828398,603374,343691,Stagger Lee,Lloyd Price,1958,All I Want for Christmas,1991.0,,Stagger Lee,lloyd price
1828403,1828403,1828403,603374,580730,Stagger Lee,Lloyd Price,1958,Porkys Revenge,1985.0,,Stagger Lee,the fabulous thunderbirds
1828441,1828441,1828441,603553,345001,Dirty Little Secret,The All-American Rejects,2005,Alone with Her,2006.0,,A Little Secret,connor long+khonnor
1830127,1830127,1830127,604017,138292,Kingdoms Of Rain (Album),Mark Lanegan,1994,Lie to Me,2009.0,Truth or Consequences (#2.2),Kingdoms Of Rain,mark lanegan
1830812,1830812,1830812,604319,259360,The Gambler,Kenny Rogers,1978,The Oprah Winfrey Show,1986.0,(2010-05-21),The Gambler,kenny rogers+dolly parton+oprah winfrey
1834443,1834443,1834443,605135,632977,A Thousand Miles,Vanessa Carlton,2002,Stuck on You,2003.0,,Id Walk a Thousand Miles,randy weeks
1834444,1834444,1834444,605200,1918,Jump_ Jump_ Jump,Rick Derringer,1973,20/20,1978.0,(2009-10-09),Jump,van halen
1835934,1835934,1835934,605910,64427,Shake It Up,Nikki & The Corvettes,1979,Degrassi: The Next Generation,2001.0,Scream: Part 2 (#12.20),Shake It Out,florence welch+thomas hull+paul epworth+florence+the machine
1835938,1835938,1835938,605910,97764,Shake It Up,Nikki & The Corvettes,1979,Glastonbury 2015,2015.0,Day 1 Highlights (#1.6),Shake It Out,florence+the machine
1835955,1835955,1835955,605910,190840,Shake It Up,Nikki & The Corvettes,1979,Radio 1s Big Weekend Norwich 2015,2015.0,Florence + the Machine & Rudimental (#1.3),Shake It Out,florence+the machine  (as florence+the machine)
1836684,1836684,1836684,606253,235241,Let's Face the Music and Dance,Herb Alpert / Lani Hall,0,The 4400,2004.0,The Truth and Nothing But the Truth (#4.4),Lets Face The Music And Dance,irving berlin+diana krall
1839617,1839617,1839617,606990,467209,Annie Had A Baby,The Midnighters,1993,Heavy Petting,1989.0,,Annie Had a Baby,henry glover+lois mann+hank ballard+the midnighters  (as hank ballard+the midnighters)
1840811,1840811,1840811,607233,416149,After Hours,Steal Vybe,0,Disc Jockey,1951.0,,After Hours,roz gordon
1840817,1840817,1840817,607233,722307,After Hours,Steal Vybe,0,Where Truth Lies,1996.0,,After Hours,david+eric wurst
1840866,1840866,1840866,607326,226254,The Shoop Shoop Song (It's In His Kiss),Lulu,0,Stars in Their Eyes,1990.0,1998 Celebrity Special,The Shoop Shoop Song (Its In His Kiss),rudy clark+carol vorderman
1841026,1841026,1841026,607356,712058,The Wayward Wind,The Everly Brothers,1961,Varsity Blues,1999.0,,The Wayward Wind,herb newman+stanley lebowsky+tex ritter
1841427,1841427,1841427,607880,325407,Saudade Da Minha Terra,Nestor Da Viola,0,Ì_ta Mundo Bom!,2016.0,,Saudade de Minha Terra,zÌ© neto+cristiano+goia+belmonte
1842065,1842065,1842065,608181,87753,Indian Summer,Yoyoyo Acapulco,0,Fantasy Factory,2009.0,Were in the Burrito Game! (#5.2),Indian Summer,freedom hawk
